,ItemNum,Condition,context,target,continuation,semantic_association,implementation,model
228,77,control,Clara ging zum Schießstand. Sofort bekam sie einen,Revolver,und begann auf das Ziel zu schießen.,0.7619669,SE,intfloat/multilingual-e5-large
229,77,script-related,Clara verließ den Schießstand. Sofort bekam sie einen,Revolver,und begann auf das Ziel zu schießen.,0.7616007,SE,intfloat/multilingual-e5-large
230,77,script-unrelated,Clara ging auf einen Feuerwehreinsatz. Sofort bekam sie einen,Revolver,und begann auf das Ziel zu schießen.,0.7442653,SE,intfloat/multilingual-e5-large
231,78,control,Georg nahm teil an Yoga. Nach einer Weile setzte er sich auf seine,Yogamatte,und machte eine Übung.,0.81467074,SE,intfloat/multilingual-e5-large
232,78,script-related,Georg kam zurück vom Yoga. Nach einer Weile setzte er sich auf seine,Yogamatte,und machte eine Übung.,0.8186273,SE,intfloat/multilingual-e5-large
233,78,script-unrelated,Georg nahm teil am Fußballspiel. Nach einer Weile setzte er sich auf seine,Yogamatte,und machte eine Übung.,0.76608557,SE,intfloat/multilingual-e5-large
234,79,control,Johanna begann die Jagd. Nach einer Weile erblickte sie den,Hochsitz,und ging darauf zu.,0.7590208,SE,intfloat/multilingual-e5-large
235,79,script-related,Johanna kam zurück von der Jagd. Nach einer Weile erblickte sie den,Hochsitz,und ging darauf zu.,0.76711684,SE,intfloat/multilingual-e5-large
236,79,script-unrelated,Johanna betrat die Metzgerei. Nach einer Weile erblickte sie den,Hochsitz,und ging darauf zu.,0.75929123,SE,intfloat/multilingual-e5-large
237,80,control,Jürgen betrat die Bäckerei. Wenig später zeigte er auf das,Croissant,und wählte aus.,0.77676046,SE,intfloat/multilingual-e5-large
238,80,script-related,Jürgen verließ die Bäckerei. Wenig später zeigte er auf das,Croissant,und wählte aus.,0.7688014,SE,intfloat/multilingual-e5-large
239,80,script-unrelated,Jürgen betrat den Zoo. Wenig später zeigte er auf das,Croissant,und wählte aus.,0.74645644,SE,intfloat/multilingual-e5-large
240,81,control,Frauke ging ins Stadion. Schnell wählte sie eine,Tribüne,und setzte sich.,0.7968297,SE,intfloat/multilingual-e5-large
241,81,script-related,Frauke verließ das Stadion. Schnell wählte sie eine,Tribüne,und setzte sich.,0.7876045,SE,intfloat/multilingual-e5-large
242,81,script-unrelated,Frauke ging zum Waschsalon. Schnell wählte sie eine,Tribüne,und setzte sich.,0.75915366,SE,intfloat/multilingual-e5-large
243,82,control,Bernd betrat den Kiosk. Sofort kaufte er eine,Zeitung,und ging wieder heim.,0.7882853,SE,intfloat/multilingual-e5-large
244,82,script-related,Bernd verließ den Kiosk. Sofort kaufte er eine,Zeitung,und ging wieder heim.,0.79303247,SE,intfloat/multilingual-e5-large
245,82,script-unrelated,Bernd betrat den Zirkus. Sofort kaufte er eine,Zeitung,und ging wieder heim.,0.778064,SE,intfloat/multilingual-e5-large
246,83,control,Nicole betrat das Büro. Zuerst ging sie zum,Schreibtisch,und schaltete dann den Computer ein.,0.8134708,SE,intfloat/multilingual-e5-large
247,83,script-related,Nicole verließ das Büro. Zuerst ging sie zum,Schreibtisch,und schaltete dann den Computer ein.,0.8111748,SE,intfloat/multilingual-e5-large
248,83,script-unrelated,Nicole betrat die Sauna. Zuerst ging sie zum,Schreibtisch,und schaltete dann den Computer ein.,0.77675176,SE,intfloat/multilingual-e5-large
249,84,control,Viktor ging ins Labor. Schnell begann er das,Experiment,und machte sich Notizen.,0.8075115,SE,intfloat/multilingual-e5-large
250,84,script-related,Viktor verließ das Labor. Schnell begann er das,Experiment,und machte sich Notizen.,0.79770875,SE,intfloat/multilingual-e5-large
251,84,script-unrelated,Viktor ging zum Tierarzt. Schnell begann er das,Experiment,und machte sich Notizen.,0.7752707,SE,intfloat/multilingual-e5-large
252,85,control,Gabi ging in die Umkleide. Schnell probierte sie die,Kleidung,an und ging zur Kasse.,0.7962096,SE,intfloat/multilingual-e5-large
253,85,script-related,Gabi verließ die Umkleide. Schnell probierte sie die,Kleidung,an und ging zur Kasse.,0.78853697,SE,intfloat/multilingual-e5-large
254,85,script-unrelated,Gabi betrat den Tatort. Schnell probierte sie die,Kleidung,an und ging zur Kasse.,0.75788575,SE,intfloat/multilingual-e5-large
255,86,control,Jakob betrat die Tankstelle. Sofort sagte er seine,Nummer,und bezahlte.,0.7844002,SE,intfloat/multilingual-e5-large
256,86,script-related,Jakob verließ die Tankstelle. Sofort sagte er seine,Nummer,und bezahlte.,0.78994495,SE,intfloat/multilingual-e5-large
257,86,script-unrelated,Jakob begann Bäume zu fällen. Sofort sagte er seine,Nummer,und bezahlte.,0.7723851,SE,intfloat/multilingual-e5-large
258,87,control,Hilde begann die Kutsche zu fahren. Schnell bestieg sie den,Kutschbock,und los ging es.,0.7917381,SE,intfloat/multilingual-e5-large
259,87,script-related,Hilde war fertig die Kutsche zu fahren. Schnell bestieg sie den,Kutschbock,und los ging es.,0.7829311,SE,intfloat/multilingual-e5-large
260,87,script-unrelated,Hilde begann ein Lagerfeuer. Schnell bestieg sie den,Kutschbock,und los ging es.,0.7732826,SE,intfloat/multilingual-e5-large
261,88,control,Tom begann Frühstück zu machen. Sofort öffnete er die,Butter,und machte sich ein Brot.,0.7548183,SE,intfloat/multilingual-e5-large
262,88,script-related,Tom hörte auf Frühstück zu machen. Sofort öffnete er die,Butter,und machte sich ein Brot.,0.74784225,SE,intfloat/multilingual-e5-large
263,88,script-unrelated,Tom ging zum Weihnachtsmarkt. Sofort öffnete er die,Butter,und machte sich ein Brot.,0.7393546,SE,intfloat/multilingual-e5-large
264,89,control,Kim ging ins Krankenhaus. Gleich ging sie zur,Rezeption,und fragte nach dem Weg.,0.77635473,SE,intfloat/multilingual-e5-large
265,89,script-related,Kim verließ das Krankenhaus. Gleich ging sie zur,Rezeption,und fragte nach dem Weg.,0.77777964,SE,intfloat/multilingual-e5-large
266,89,script-unrelated,Kim fing an sein Mittagessen zu kochen. Gleich ging sie zur,Rezeption,und fragte nach dem Weg.,0.76408136,SE,intfloat/multilingual-e5-large
267,90,control,Michael fing an damit einen Kuchen zu backen. Als erstes nahm er einen,Schneebesen,und schlug Eiweiß steif.,0.75898314,SE,intfloat/multilingual-e5-large
268,90,script-related,Michael war fertig damit einen Kuchen zu backen. Als erstes nahm er einen,Schneebesen,und schlug Eiweiß steif.,0.7645278,SE,intfloat/multilingual-e5-large
269,90,script-unrelated,Michael betrat das Restaurant. Als erstes nahm er einen,Schneebesen,und schlug Eiweiß steif.,0.7545238,SE,intfloat/multilingual-e5-large
0,1,control,Johann betrat das Restaurant. Wenig später öffnete er die,Speisekarte,und verschaffte sich einen Überblick.,0.5481595,SE,Gameselo/STS-multilingual-mpnet-base-v2
1,1,script-related,Johann verließ das Restaurant. Wenig später öffnete er die,Speisekarte,und verschaffte sich einen Überblick.,0.56966007,SE,Gameselo/STS-multilingual-mpnet-base-v2
2,1,script-unrelated,Johann betrat die Wohnung. Wenig später öffnete er die,Speisekarte,und verschaffte sich einen Überblick.,0.46690112,SE,Gameselo/STS-multilingual-mpnet-base-v2
3,2,control,Sabine betrat das Kino. Schnell ging sie zur,Kasse,und kaufte eine Karte.,0.6402107,SE,Gameselo/STS-multilingual-mpnet-base-v2
4,2,script-related,Sabine verließ das Kino. Schnell ging sie zur,Kasse,und kaufte eine Karte.,0.63503057,SE,Gameselo/STS-multilingual-mpnet-base-v2
5,2,script-unrelated,Sabine betrat die Schule. Schnell ging sie zur,Kasse,und kaufte eine Karte.,0.61482555,SE,Gameselo/STS-multilingual-mpnet-base-v2
6,3,control,Kevin betrat den Bauernhof. Ohne zu zögern nahm er eine,Mistgabel,und fing an zu schaufeln.,0.54946744,SE,Gameselo/STS-multilingual-mpnet-base-v2
7,3,script-related,Kevin verließ den Bauernhof. Ohne zu zögern nahm er eine,Mistgabel,und fing an zu schaufeln.,0.540783,SE,Gameselo/STS-multilingual-mpnet-base-v2
8,3,script-unrelated,Kevin betrat die Kirche. Ohne zu zögern nahm er eine,Mistgabel,und fing an zu schaufeln.,0.5174915,SE,Gameselo/STS-multilingual-mpnet-base-v2
9,4,control,Susi betrat die Arztpraxis. Freundlich sprach sie mit der,Arzthelferin,über die Problematik.,0.76872635,SE,Gameselo/STS-multilingual-mpnet-base-v2
10,4,script-related,Susi verließ die Arztpraxis. Freundlich sprach sie mit der,Arzthelferin,über die Problematik.,0.73273766,SE,Gameselo/STS-multilingual-mpnet-base-v2
11,4,script-unrelated,Susi betrat das Gehege. Freundlich sprach sie mit der,Arzthelferin,über die Problematik.,0.7019571,SE,Gameselo/STS-multilingual-mpnet-base-v2
12,5,control,Roman betrat die Bücherei. Kurz danach ging er zum,Regal,und suchte einen Krimi.,0.51418126,SE,Gameselo/STS-multilingual-mpnet-base-v2
13,5,script-related,Roman verließ die Bücherei. Kurz danach ging er zum,Regal,und suchte einen Krimi.,0.5728422,SE,Gameselo/STS-multilingual-mpnet-base-v2
14,5,script-unrelated,Roman betrat die Kneipe. Kurz danach ging er zum,Regal,und suchte einen Krimi.,0.6240315,SE,Gameselo/STS-multilingual-mpnet-base-v2
15,6,control,Lea begann damit Spaghetti zu kochen. Vorsichtig öffnete sie die,Nudelpackung,mit einem Handgriff.,0.6084418,SE,Gameselo/STS-multilingual-mpnet-base-v2
16,6,script-related,Lea war fertig damit Spaghetti zu kochen. Vorsichtig öffnete sie die,Nudelpackung,mit einem Handgriff.,0.64960957,SE,Gameselo/STS-multilingual-mpnet-base-v2
17,6,script-unrelated,Lea begann die Wände zu streichen. Vorsichtig öffnete sie die,Nudelpackung,mit einem Handgriff.,0.5546943,SE,Gameselo/STS-multilingual-mpnet-base-v2
18,7,control,Peter erreichte das Theater. Wenig später ging er zur,Loge,und setzte sich.,0.442751,SE,Gameselo/STS-multilingual-mpnet-base-v2
19,7,script-related,Peter verließ das Theater. Wenig später ging er zur,Loge,und setzte sich.,0.49860108,SE,Gameselo/STS-multilingual-mpnet-base-v2
20,7,script-unrelated,Peter erreichte den Supermarkt. Wenig später ging er zur,Loge,und setzte sich.,0.44749227,SE,Gameselo/STS-multilingual-mpnet-base-v2
21,8,control,Lisa betrat den Bahnhof. Wenig später war sie am,Gleis,und wartete auf den Zug.,0.49000514,SE,Gameselo/STS-multilingual-mpnet-base-v2
22,8,script-related,Lisa verließ den Bahnhof. Wenig später war sie am,Gleis,und wartete auf den Zug.,0.4958553,SE,Gameselo/STS-multilingual-mpnet-base-v2
23,8,script-unrelated,Lisa betrat das Haus. Wenig später war sie am,Gleis,und wartete auf den Zug.,0.48784265,SE,Gameselo/STS-multilingual-mpnet-base-v2
24,9,control,Tim begann im Fitnessstudio zu trainieren. Umgehend war er auf dem,Laufband,und rann wie verrückt.,0.59882796,SE,Gameselo/STS-multilingual-mpnet-base-v2
25,9,script-related,Tim hörte auf im Fitnessstudio zu trainieren. Umgehend war er auf dem,Laufband,und rann wie verrückt.,0.62049264,SE,Gameselo/STS-multilingual-mpnet-base-v2
26,9,script-unrelated,Tim begann seine Fahrstunde. Umgehend war er auf dem,Laufband,und rann wie verrückt.,0.6601837,SE,Gameselo/STS-multilingual-mpnet-base-v2
27,10,control,Maria erreichte den Flughafen. Sofort ging sie zum,Check-in,um den Koffer aufzugeben.,0.40543547,SE,Gameselo/STS-multilingual-mpnet-base-v2
28,10,script-related,Maria verließ den Flughafen. Sofort ging sie zum,Check-in,um den Koffer aufzugeben.,0.43037224,SE,Gameselo/STS-multilingual-mpnet-base-v2
29,10,script-unrelated,Maria erreichte das Einkaufszentrum. Sofort ging sie zum,Check-in,um den Koffer aufzugeben.,0.42583692,SE,Gameselo/STS-multilingual-mpnet-base-v2
30,11,control,Lukas kam zur Geburtstagsfeier. Nach einer Weile überreichte er den,Kuchen,und gratulierte.,0.58425635,SE,Gameselo/STS-multilingual-mpnet-base-v2
31,11,script-related,Lukas verließ die Geburtstagsfeier. Nach einer Weile überreichte er den,Kuchen,und gratulierte.,0.6183022,SE,Gameselo/STS-multilingual-mpnet-base-v2
32,11,script-unrelated,Lukas kam zum Unterricht. Nach einer Weile überreichte er den,Kuchen,und gratulierte.,0.612856,SE,Gameselo/STS-multilingual-mpnet-base-v2
33,12,control,Marie ging zum Friseur. Nach einem kurzen Moment fragte sie die,Stylistin,nach einem neuen Schnitt.,0.5036134,SE,Gameselo/STS-multilingual-mpnet-base-v2
34,12,script-related,Marie verließ den Friseur. Nach einem kurzen Moment fragte sie die,Stylistin,nach einem neuen Schnitt.,0.5315816,SE,Gameselo/STS-multilingual-mpnet-base-v2
35,12,script-unrelated,Marie ging zur Uni. Nach einem kurzen Moment fragte sie die,Stylistin,nach einem neuen Schnitt.,0.44887367,SE,Gameselo/STS-multilingual-mpnet-base-v2
36,13,control,Thorsten begann zu duschen. Als erstes benutzte er das,Shampoo,und dann das Duschgel.,0.6562724,SE,Gameselo/STS-multilingual-mpnet-base-v2
37,13,script-related,Thorsten hörte auf zu duschen. Als erstes benutzte er das,Shampoo,und dann das Duschgel.,0.7043575,SE,Gameselo/STS-multilingual-mpnet-base-v2
38,13,script-unrelated,Thorsten begann zu grillen. Als erstes benutzte er das,Shampoo,und dann das Duschgel.,0.5798588,SE,Gameselo/STS-multilingual-mpnet-base-v2
39,14,control,Claudia betrat den Blumenladen. Schnell fragte sie nach einer,Rose,für eine Freundin.,0.6812282,SE,Gameselo/STS-multilingual-mpnet-base-v2
40,14,script-related,Claudia verließ den Blumenladen. Schnell fragte sie nach einer,Rose,für eine Freundin.,0.6907677,SE,Gameselo/STS-multilingual-mpnet-base-v2
41,14,script-unrelated,Claudia betrat das Tiergeschäft. Schnell fragte sie nach einer,Rose,für eine Freundin.,0.7069942,SE,Gameselo/STS-multilingual-mpnet-base-v2
42,15,control,Jonathan ging zum Friedhof. Nachdenklich betrachtete er den,Grabstein,und sprach ein Gebet.,0.49543127,SE,Gameselo/STS-multilingual-mpnet-base-v2
43,15,script-related,Jonathan verließ den Friedhof. Nachdenklich betrachtete er den,Grabstein,und sprach ein Gebet.,0.5503895,SE,Gameselo/STS-multilingual-mpnet-base-v2
44,15,script-unrelated,Jonathan ging in die Küche. Nachdenklich betrachtete er den,Grabstein,und sprach ein Gebet.,0.4730516,SE,Gameselo/STS-multilingual-mpnet-base-v2
45,16,control,Lara ging in den Garten. Genau prüfte sie die,Erde,und goss dann die Blumen.,0.64918953,SE,Gameselo/STS-multilingual-mpnet-base-v2
46,16,script-related,Lara verließ den Garten. Genau prüfte sie die,Erde,und goss dann die Blumen.,0.6753472,SE,Gameselo/STS-multilingual-mpnet-base-v2
47,16,script-unrelated,Lara ging zum Herd. Genau prüfte sie die,Erde,und goss dann die Blumen.,0.64451367,SE,Gameselo/STS-multilingual-mpnet-base-v2
48,17,control,Roman ging ins Museum. Akribisch betrachtete er die,Skulpturen,und war begeistert.,0.49137488,SE,Gameselo/STS-multilingual-mpnet-base-v2
49,17,script-related,Roman verließ das Museum. Akribisch betrachtete er die,Skulpturen,und war begeistert.,0.5848672,SE,Gameselo/STS-multilingual-mpnet-base-v2
50,17,script-unrelated,Roman ging in die Buchhandlung. Akribisch betrachtete er die,Skulpturen,und war begeistert.,0.4183453,SE,Gameselo/STS-multilingual-mpnet-base-v2
51,18,control,Annika ging zum Konditor. Schnell fragte sie nach einem,Kuchen,und bezahlte sofort.,0.64669645,SE,Gameselo/STS-multilingual-mpnet-base-v2
52,18,script-related,Annika verließ den Konditor. Schnell fragte sie nach einem,Kuchen,und bezahlte sofort.,0.6866393,SE,Gameselo/STS-multilingual-mpnet-base-v2
53,18,script-unrelated,Annika ging in die Boutique. Schnell fragte sie nach einem,Kuchen,und bezahlte sofort.,0.5866709,SE,Gameselo/STS-multilingual-mpnet-base-v2
54,19,control,Emil betrat das Spa. Nach einer Weile bekam er eine,Massage,und genoss sie.,0.6775884,SE,Gameselo/STS-multilingual-mpnet-base-v2
55,19,script-related,Emil verließ das Spa. Nach einer Weile bekam er eine,Massage,und genoss sie.,0.66343176,SE,Gameselo/STS-multilingual-mpnet-base-v2
56,19,script-unrelated,Emil betrat die Apotheke. Nach einer Weile bekam er eine,Massage,und genoss sie.,0.58468986,SE,Gameselo/STS-multilingual-mpnet-base-v2
57,20,control,Susanne betrat die Reitschule. Schnell setzte sie den,Sattel,auf und ritt los.,0.73302215,SE,Gameselo/STS-multilingual-mpnet-base-v2
58,20,script-related,Susanne verließ die Reitschule. Schnell setzte sie den,Sattel,auf und ritt los.,0.6922189,SE,Gameselo/STS-multilingual-mpnet-base-v2
59,20,script-unrelated,Susanne betrat das Bad. Schnell setzte sie den,Sattel,auf und ritt los.,0.6595346,SE,Gameselo/STS-multilingual-mpnet-base-v2
60,21,control,Martin kam zur Sicherheitskontrolle. Zügig öffnete er den,Koffer,und wurde durchgewunken.,0.52012914,SE,Gameselo/STS-multilingual-mpnet-base-v2
61,21,script-related,Martin verließ die Sicherheitskontrolle. Zügig öffnete er den,Koffer,und wurde durchgewunken.,0.53629625,SE,Gameselo/STS-multilingual-mpnet-base-v2
62,21,script-unrelated,Martin kam zur Autowerkstatt. Zügig öffnete er den,Koffer,und wurde durchgewunken.,0.44012293,SE,Gameselo/STS-multilingual-mpnet-base-v2
63,22,control,Jutta ging zur Hotelrezeption. Sofort bekam sie ein,Zimmer,und dankte freundlich.,0.60195166,SE,Gameselo/STS-multilingual-mpnet-base-v2
64,22,script-related,Jutta verließ die Hotelrezeption. Sofort bekam sie ein,Zimmer,und dankte freundlich.,0.65569615,SE,Gameselo/STS-multilingual-mpnet-base-v2
65,22,script-unrelated,Jutta ging zur Post. Sofort bekam sie ein,Zimmer,und dankte freundlich.,0.5991998,SE,Gameselo/STS-multilingual-mpnet-base-v2
66,23,control,Jens ging zum Zahnarzt. Ängstlich ging er zum,Röntgen,und ließ sich behandeln.,0.4354553,SE,Gameselo/STS-multilingual-mpnet-base-v2
67,23,script-related,Jens verließ den Zahnarzt. Ängstlich ging er zum,Röntgen,und ließ sich behandeln.,0.50309795,SE,Gameselo/STS-multilingual-mpnet-base-v2
68,23,script-unrelated,Jens ging zur Zollstelle. Ängstlich ging er zum,Röntgen,und ließ sich behandeln.,0.49061,SE,Gameselo/STS-multilingual-mpnet-base-v2
69,24,control,Elena begann Poker zu spielen. Schnell setzte sie ihr,Geld,und gewann.,0.58297133,SE,Gameselo/STS-multilingual-mpnet-base-v2
70,24,script-related,Elena hörte auf Poker zu spielen. Schnell setzte sie ihr,Geld,und gewann.,0.59136885,SE,Gameselo/STS-multilingual-mpnet-base-v2
71,24,script-unrelated,Elena begann zu zeichnen. Schnell setzte sie ihr,Geld,und gewann.,0.5294612,SE,Gameselo/STS-multilingual-mpnet-base-v2
72,25,control,Bruno begann seinen Urlaub. Endlich kam er am,Meer,an und genoss das Wetter.,0.6305877,SE,Gameselo/STS-multilingual-mpnet-base-v2
73,25,script-related,Bruno beendete seinen Urlaub. Endlich kam er am,Meer,an und genoss das Wetter.,0.65961987,SE,Gameselo/STS-multilingual-mpnet-base-v2
74,25,script-unrelated,Bruno begann seinen Filmabend. Endlich kam er am,Meer,an und genoss das Wetter.,0.59567225,SE,Gameselo/STS-multilingual-mpnet-base-v2
75,26,control,Jana betrat das Bürgeramt. Umgehend zeigte sie ihr,Visum,und stellte einen Antrag.,0.5771786,SE,Gameselo/STS-multilingual-mpnet-base-v2
76,26,script-related,Jana verließ das Bürgeramt. Umgehend zeigte sie ihr,Visum,und stellte einen Antrag.,0.5618971,SE,Gameselo/STS-multilingual-mpnet-base-v2
77,26,script-unrelated,Jana betrat das Gartencenter. Umgehend zeigte sie ihr,Visum,und stellte einen Antrag.,0.558994,SE,Gameselo/STS-multilingual-mpnet-base-v2
78,27,control,Nico fuhr auf die Kirmes. Sofort ging er zum,Auto-Scooter,und fuhr eine Runde.,0.6536224,SE,Gameselo/STS-multilingual-mpnet-base-v2
79,27,script-related,Nico verließ die Kirmes. Sofort ging er zum,Auto-Scooter,und fuhr eine Runde.,0.5949422,SE,Gameselo/STS-multilingual-mpnet-base-v2
80,27,script-unrelated,Nico fuhr zur Pizzeria. Sofort ging er zum,Auto-Scooter,und fuhr eine Runde.,0.5365984,SE,Gameselo/STS-multilingual-mpnet-base-v2
81,28,control,Beate ging Wandern. Nach einer Weile sah sie ein,Edelweiß,das sie gleich mitnahm.,0.64374423,SE,Gameselo/STS-multilingual-mpnet-base-v2
82,28,script-related,Beate kam zurück vom Wandern. Nach einer Weile sah sie ein,Edelweiß,das sie gleich mitnahm.,0.64368725,SE,Gameselo/STS-multilingual-mpnet-base-v2
83,28,script-unrelated,Beate ging schwimmen. Nach einer Weile sah sie ein,Edelweiß,das sie gleich mitnahm.,0.6295002,SE,Gameselo/STS-multilingual-mpnet-base-v2
84,29,control,Hubert nahm ein Taxi. Freundlich begrüßte er den,Fahrer,und nannte sein Ziel.,0.60411817,SE,Gameselo/STS-multilingual-mpnet-base-v2
85,29,script-related,Hubert verließ das Taxi. Freundlich begrüßte er den,Fahrer,und nannte sein Ziel.,0.6014658,SE,Gameselo/STS-multilingual-mpnet-base-v2
86,29,script-unrelated,Hubert nahm ein Flugzeug. Freundlich begrüßte er den,Fahrer,und nannte sein Ziel.,0.5465744,SE,Gameselo/STS-multilingual-mpnet-base-v2
87,30,control,Jenni begann zu baden. Sofort verteilte sie den,Schaum,auf ihrem Körper.,0.69644535,SE,Gameselo/STS-multilingual-mpnet-base-v2
88,30,script-related,Jenni hörte auf zu baden. Sofort verteilte sie den,Schaum,auf ihrem Körper.,0.66478443,SE,Gameselo/STS-multilingual-mpnet-base-v2
89,30,script-unrelated,Jenni begann die Vorlesung. Sofort verteilte sie den,Schaum,auf ihrem Körper.,0.67157155,SE,Gameselo/STS-multilingual-mpnet-base-v2
90,31,control,Hans betrat die Eishalle. Flott schnürte er seine,Schlittschuhe,und ging auf die Bahn.,0.5843613,SE,Gameselo/STS-multilingual-mpnet-base-v2
91,31,script-related,Hans verließ die Eishalle. Flott schnürte er seine,Schlittschuhe,und ging auf die Bahn.,0.5626766,SE,Gameselo/STS-multilingual-mpnet-base-v2
92,31,script-unrelated,Hans betrat die Kletterhalle. Flott schnürte er seine,Schlittschuhe,und ging auf die Bahn.,0.53171164,SE,Gameselo/STS-multilingual-mpnet-base-v2
93,32,control,Clara begann zu bowlen. Gekonnt erzielte sie einen,Strike,und gewann das Spiel.,0.6715849,SE,Gameselo/STS-multilingual-mpnet-base-v2
94,32,script-related,Clara hörte auf zu bowlen. Gekonnt erzielte sie einen,Strike,und gewann das Spiel.,0.6579596,SE,Gameselo/STS-multilingual-mpnet-base-v2
95,32,script-unrelated,Clara ging zum Schießstand. Gekonnt erzielte sie einen,Strike,und gewann das Spiel.,0.69921064,SE,Gameselo/STS-multilingual-mpnet-base-v2
96,33,control,Georg nahm teil an einem Feuerwehreinsatz. Sofort benutzte er den,Schlauch,und löschte das Feuer.,0.54325,SE,Gameselo/STS-multilingual-mpnet-base-v2
97,33,script-related,Georg beendete einen Feuerwehreinsatz. Sofort benutzte er den,Schlauch,und löschte das Feuer.,0.5872589,SE,Gameselo/STS-multilingual-mpnet-base-v2
98,33,script-unrelated,Georg nahm teil an Yoga. Sofort benutzte er den,Schlauch,und löschte das Feuer.,0.5020772,SE,Gameselo/STS-multilingual-mpnet-base-v2
99,34,control,Johanna begann das Fußballspiel. Nach kurzer Zeit machte sie ein,Tor,und jubelte laut.,0.5168045,SE,Gameselo/STS-multilingual-mpnet-base-v2
100,34,script-related,Johanna beendete das Fußballspiel. Nach kurzer Zeit machte sie ein,Tor,und jubelte laut.,0.5778918,SE,Gameselo/STS-multilingual-mpnet-base-v2
101,34,script-unrelated,Johanna begann die Jagd. Nach kurzer Zeit machte sie ein,Tor,und jubelte laut.,0.6635774,SE,Gameselo/STS-multilingual-mpnet-base-v2
102,35,control,Jürgen betrat die Metzgerei. Sofort fragte er nach einem,Steak,und bezahlte.,0.55075926,SE,Gameselo/STS-multilingual-mpnet-base-v2
103,35,script-related,Jürgen verließ die Metzgerei. Sofort fragte er nach einem,Steak,und bezahlte.,0.5923904,SE,Gameselo/STS-multilingual-mpnet-base-v2
104,35,script-unrelated,Jürgen betrat die Bäckerei. Sofort fragte er nach einem,Steak,und bezahlte.,0.5697144,SE,Gameselo/STS-multilingual-mpnet-base-v2
105,36,control,Frauke betrat den Zoo. Wenig später fotografierte sie ein,Zebra,beim Trinken.,0.5045096,SE,Gameselo/STS-multilingual-mpnet-base-v2
106,36,script-related,Frauke verließ den Zoo. Wenig später fotografierte sie ein,Zebra,beim Trinken.,0.5116354,SE,Gameselo/STS-multilingual-mpnet-base-v2
107,36,script-unrelated,Frauke ging ins Stadion. Wenig später fotografierte sie ein,Zebra,beim Trinken.,0.34513283,SE,Gameselo/STS-multilingual-mpnet-base-v2
108,37,control,Bernd betrat den Waschsalon. Schnell wählte er das,Waschprogramm,und lies es laufen.,0.76171196,SE,Gameselo/STS-multilingual-mpnet-base-v2
109,37,script-related,Bernd verließ den Waschsalon. Schnell wählte er das,Waschprogramm,und lies es laufen.,0.7517089,SE,Gameselo/STS-multilingual-mpnet-base-v2
110,37,script-unrelated,Bernd betrat den Kiosk. Schnell wählte er das,Waschprogramm,und lies es laufen.,0.670006,SE,Gameselo/STS-multilingual-mpnet-base-v2
111,38,control,Nicole ging in den Zirkus. Bald setzte sie sich auf die,Tribüne,und schaute sich das Spektakel an.,0.64240336,SE,Gameselo/STS-multilingual-mpnet-base-v2
112,38,script-related,Nicole verließ den Zirkus. Bald setzte sie sich auf die,Tribüne,und schaute sich das Spektakel an.,0.67194325,SE,Gameselo/STS-multilingual-mpnet-base-v2
113,38,script-unrelated,Nicole ging ins Büro. Bald setzte sie sich auf die,Tribüne,und schaute sich das Spektakel an.,0.45607644,SE,Gameselo/STS-multilingual-mpnet-base-v2
114,39,control,Viktor ging in die Sauna. Nach einer Weile machte er einen,Aufguss,und legte sich hin.,0.5900016,SE,Gameselo/STS-multilingual-mpnet-base-v2
115,39,script-related,Viktor verließ die Sauna. Nach einer Weile machte er einen,Aufguss,und legte sich hin.,0.642726,SE,Gameselo/STS-multilingual-mpnet-base-v2
116,39,script-unrelated,Viktor ging ins Labor. Nach einer Weile machte er einen,Aufguss,und legte sich hin.,0.49255142,SE,Gameselo/STS-multilingual-mpnet-base-v2
117,40,control,Gabi ging zum Tierarzt. Einen Moment später fragte sie die,Arzthelferin,nach Medikamenten.,0.60647476,SE,Gameselo/STS-multilingual-mpnet-base-v2
118,40,script-related,Gabi verließ den Tierarzt. Einen Moment später fragte sie die,Arzthelferin,nach Medikamenten.,0.62265944,SE,Gameselo/STS-multilingual-mpnet-base-v2
119,40,script-unrelated,Gabi ging in die Umkleide. Einen Moment später fragte sie die,Arzthelferin,nach Medikamenten.,0.5792009,SE,Gameselo/STS-multilingual-mpnet-base-v2
120,41,control,Jakob betrat den Tatort. Kurz darauf fotografierte er die,Blutspritzer,und war erstaunt.,0.552517,SE,Gameselo/STS-multilingual-mpnet-base-v2
121,41,script-related,Jakob verließ den Tatort. Kurz darauf fotografierte er die,Blutspritzer,und war erstaunt.,0.540194,SE,Gameselo/STS-multilingual-mpnet-base-v2
122,41,script-unrelated,Jakob betrat die Tankstelle. Kurz darauf fotografierte er die,Blutspritzer,und war erstaunt.,0.5352827,SE,Gameselo/STS-multilingual-mpnet-base-v2
123,42,control,Peter begann Bäume zu fällen. Nach einer Weile benutzte sie die,Axt,und traf gezielt den Stamm.,0.6254524,SE,Gameselo/STS-multilingual-mpnet-base-v2
124,42,script-related,Peter hörte auf Bäume zu fällen. Nach einer Weile benutzte sie die,Axt,und traf gezielt den Stamm.,0.5826192,SE,Gameselo/STS-multilingual-mpnet-base-v2
