,item,sentence,condition,e1,e2,context,target,semantic_association,implementation,model
297,75,The tragic mistake was regretted years later.,Passive Control,1,1,The tragic mistake was,regretted,0.5937802,SE,whaleloops/phrase-bert
298,75,Erika was regretting the mistake.,Active Control,1,0,Erika was,regretting,0.42008334,SE,whaleloops/phrase-bert
299,75,The library books had been regretting their behavior.,No-Attraction Violation,0,1,The library books had been,regretting,0.28542992,SE,whaleloops/phrase-bert
300,76,The stolen artwork had been seizing without warning.,Attraction Violation,1,1,The stolen artwork had been,seizing,0.28063798,SE,whaleloops/phrase-bert
301,76,The stolen artwork had been seized by the border police.,Passive Control,1,1,The stolen artwork had been,seized,0.45458457,SE,whaleloops/phrase-bert
302,76,The police had been seizing shipments of drugs at the border.,Active Control,1,0,The police had been,seizing,0.34162623,SE,whaleloops/phrase-bert
303,76,The grimy pots and pans had been seizing without warning.,No-Attraction Violation,0,1,The grimy pots and pans had been,seizing,0.34784737,SE,whaleloops/phrase-bert
304,77,The value of the jewels was estimating the dealer.,Attraction Violation,1,1,The value of the jewels was,estimating,0.34112284,SE,whaleloops/phrase-bert
305,77,The value of the jewels was estimated by the dealer.,Passive Control,1,1,The value of the jewels was,estimated,0.41060847,SE,whaleloops/phrase-bert
306,77,The jewel expert was estimating the value of the diamond.,Active Control,1,0,The jewel expert was,estimating,0.2855403,SE,whaleloops/phrase-bert
307,77,The useful new gadget had been estimating professionally.,No-Attraction Violation,0,1,The useful new gadget had been,estimating,0.31227553,SE,whaleloops/phrase-bert
308,78,Larry's note had been scribbling his wife.,Attraction Violation,1,1,Larry's note had been,scribbling,0.50528926,SE,whaleloops/phrase-bert
309,78,Larry's note had been scribbled with haste.,Passive Control,1,1,Larry's note had been,scribbled,0.664694,SE,whaleloops/phrase-bert
310,78,Larry's wife had been scribbling a note to him about dinner plans.,Active Control,1,0,Larry's wife had been,scribbling,0.26876417,SE,whaleloops/phrase-bert
311,78,The broken television had been scribbling his thoughts on a napkin.,No-Attraction Violation,0,1,The broken television had been,scribbling,0.25121793,SE,whaleloops/phrase-bert
312,79,Carrie's morning meeting was canceling as expected.,Attraction Violation,1,1,Carrie's morning meeting was,canceling,0.33487785,SE,whaleloops/phrase-bert
313,79,Carrie's morning meeting was canceled by the boss.,Passive Control,1,1,Carrie's morning meeting was,canceled,0.42040017,SE,whaleloops/phrase-bert
314,79,Carrie had been canceling all of her meetings.,Active Control,1,0,Carrie had been,canceling,0.2978061,SE,whaleloops/phrase-bert
315,79,The bubblegum had been canceling as expected.,No-Attraction Violation,0,1,The bubblegum had been,canceling,0.3377202,SE,whaleloops/phrase-bert
316,80,The girl's disease was curing a simple treatment.,Attraction Violation,1,1,The girl's disease was,curing,0.56115025,SE,whaleloops/phrase-bert
317,80,The girl's disease was cured by a simple treatment.,Passive Control,1,1,The girl's disease was,cured,0.60941154,SE,whaleloops/phrase-bert
318,80,The foreign doctors were curing hundreds of villagers of malaria.,Active Control,1,0,The foreign doctors were,curing,0.42084336,SE,whaleloops/phrase-bert
319,80,Billy's unruly hair was curing his cold.,No-Attraction Violation,0,1,Billy's unruly hair was,curing,0.29617035,SE,whaleloops/phrase-bert
320,81,Janet's houseplants were watering too much.,Attraction Violation,1,1,Janet's houseplants were,watering,0.5000486,SE,whaleloops/phrase-bert
321,81,Janet's houseplants were watered by her neighbor.,Passive Control,1,1,Janet's houseplants were,watered,0.5368252,SE,whaleloops/phrase-bert
322,81,The gardener was watering the plants.,Active Control,1,0,The gardener was,watering,0.6247934,SE,whaleloops/phrase-bert
323,81,The roast lamb had been watering too much.,No-Attraction Violation,0,1,The roast lamb had been,watering,0.48699036,SE,whaleloops/phrase-bert
324,82,The useful new gadget had been inventing by a bored waiter.,Attraction Violation,1,1,The useful new gadget had been,inventing,0.5443831,SE,whaleloops/phrase-bert
325,82,The useful new gadget had been invented by a bored waiter.,Passive Control,1,1,The useful new gadget had been,invented,0.6337391,SE,whaleloops/phrase-bert
326,82,The resourceful engineers had been inventing tiny new devices.,Active Control,1,0,The resourceful engineers had been,inventing,0.42501348,SE,whaleloops/phrase-bert
327,82,The value of the jewels was inventing the digital computer.,No-Attraction Violation,0,1,The value of the jewels was,inventing,0.34572786,SE,whaleloops/phrase-bert
328,83,The phone bill had been paying his roommate.,Attraction Violation,1,1,The phone bill had been,paying,0.5545438,SE,whaleloops/phrase-bert
329,83,The phone bill had been paid quickly.,Passive Control,1,1,The phone bill had been,paid,0.6521245,SE,whaleloops/phrase-bert
330,83,Juan and Perry had been paying too much for their apartment.,Active Control,1,0,Juan and Perry had been,paying,0.2629781,SE,whaleloops/phrase-bert
331,83,"The dark, underwater cave was paying attention to the divers.",No-Attraction Violation,0,1,"The dark, underwater cave was",paying,0.2654756,SE,whaleloops/phrase-bert
332,84,The man's signature was forging the lawyers.,Attraction Violation,1,1,The man's signature was,forging,0.44469008,SE,whaleloops/phrase-bert
333,84,The man's signature was forged by the lawyers.,Passive Control,1,1,The man's signature was,forged,0.5760732,SE,whaleloops/phrase-bert
334,84,The con artists were forging the signatures on checks.,Active Control,1,0,The con artists were,forging,0.44337976,SE,whaleloops/phrase-bert
335,84,Poisonous fumes had been forging very well.,No-Attraction Violation,0,1,Poisonous fumes had been,forging,0.35687825,SE,whaleloops/phrase-bert
336,85,The bank had been robbing two masked men.,Attraction Violation,1,1,The bank had been,robbing,0.40616,SE,whaleloops/phrase-bert
337,85,The bank had been robbed repeatedly.,Passive Control,1,1,The bank had been,robbed,0.5718109,SE,whaleloops/phrase-bert
338,85,The clever burglars had been robbing houses in broad daylight.,Active Control,1,0,The clever burglars had been,robbing,0.48457575,SE,whaleloops/phrase-bert
339,85,The musical piece was robbing repeatedly.,No-Attraction Violation,0,1,The musical piece was,robbing,0.25196168,SE,whaleloops/phrase-bert
340,86,An urgent message had been sending by the ambassador to the President.,Attraction Violation,1,1,An urgent message had been,sending,0.5317514,SE,whaleloops/phrase-bert
341,86,An urgent message had been sent again.,Passive Control,1,1,An urgent message had been,sent,0.7074765,SE,whaleloops/phrase-bert
342,86,The Prime Minister had been sending urgent messages to her Ambassador.,Active Control,1,0,The Prime Minister had been,sending,0.3825888,SE,whaleloops/phrase-bert
343,86,The height of the bookcase was sending mixed signals to the carpenter.,No-Attraction Violation,0,1,The height of the bookcase was,sending,0.21982563,SE,whaleloops/phrase-bert
344,87,The sleek new building was designing a team of German architects.,Attraction Violation,1,1,The sleek new building was,designing,0.43566173,SE,whaleloops/phrase-bert
345,87,The sleek new building was designed by a team of German architects.,Passive Control,1,1,The sleek new building was,designed,0.55175304,SE,whaleloops/phrase-bert
346,87,A team of architects had been designing the new building.,Active Control,1,0,A team of architects had been,designing,0.5334504,SE,whaleloops/phrase-bert
347,87,The leftover food was designing with flair.,No-Attraction Violation,0,1,The leftover food was,designing,0.27685425,SE,whaleloops/phrase-bert
348,88,The final exams had been grading in school.,Attraction Violation,1,1,The final exams had been,grading,0.466488,SE,whaleloops/phrase-bert
349,88,The final exams had been graded in school.,Passive Control,1,1,The final exams had been,graded,0.5216206,SE,whaleloops/phrase-bert
350,88,The professor had been grading the final exams until 4 AM.,Active Control,1,0,The professor had been,grading,0.38402355,SE,whaleloops/phrase-bert
351,88,The appetizers had been grading Iverson's students.,No-Attraction Violation,0,1,The appetizers had been,grading,0.31087643,SE,whaleloops/phrase-bert
352,89,The final destination had been reaching too late.,Attraction Violation,1,1,The final destination had been,reaching,0.46939516,SE,whaleloops/phrase-bert
353,89,The final destination had been reached too late.,Passive Control,1,1,The final destination had been,reached,0.65963036,SE,whaleloops/phrase-bert
354,89,The curious child had been reaching for the cup on the table.,Active Control,1,0,The curious child had been,reaching,0.37358776,SE,whaleloops/phrase-bert
355,89,Several spelling errors were reaching too late.,No-Attraction Violation,0,1,Several spelling errors were,reaching,0.20029041,SE,whaleloops/phrase-bert
356,90,A faint light was perceiving by the rescue workers.,Attraction Violation,1,1,A faint light was,perceiving,0.33252883,SE,whaleloops/phrase-bert
357,90,A faint light was perceived underwater.,Passive Control,1,1,A faint light was,perceived,0.46008018,SE,whaleloops/phrase-bert
358,90,The worried pilot was perceiving a rattling sound in the jet's engine.,Active Control,1,0,The worried pilot was,perceiving,0.31433266,SE,whaleloops/phrase-bert
359,90,A tiny spy camera was perceiving underwater.,No-Attraction Violation,0,1,A tiny spy camera was,perceiving,0.41382933,SE,whaleloops/phrase-bert
360,91,The bubblegum had been chewing by the boy.,Attraction Violation,1,1,The bubblegum had been,chewing,0.49628136,SE,whaleloops/phrase-bert
361,91,The bubblegum had been chewed by the boy.,Passive Control,1,1,The bubblegum had been,chewed,0.6880694,SE,whaleloops/phrase-bert
362,91,The hungry dog had been chewing a bone.,Active Control,1,0,The hungry dog had been,chewing,0.5491545,SE,whaleloops/phrase-bert
363,91,Carrie's morning meeting was chewing for a long time.,No-Attraction Violation,0,1,Carrie's morning meeting was,chewing,0.4282192,SE,whaleloops/phrase-bert
364,92,Martin's tonsils had been removing at the hospital.,Attraction Violation,1,1,Martin's tonsils had been,removing,0.35658818,SE,whaleloops/phrase-bert
365,92,Martin's tonsils had been removed at the hospital.,Passive Control,1,1,Martin's tonsils had been,removed,0.48814702,SE,whaleloops/phrase-bert
366,92,The surgeon had been removing the cancerous growth.,Active Control,1,0,The surgeon had been,removing,0.33592397,SE,whaleloops/phrase-bert
367,92,The homicide case had been removing at the hospital.,No-Attraction Violation,0,1,The homicide case had been,removing,0.38192493,SE,whaleloops/phrase-bert
368,93,Mother Theresa's death was mourning millions of people.,Attraction Violation,1,1,Mother Theresa's death was,mourning,0.52795404,SE,whaleloops/phrase-bert
369,93,Mother Theresa's death was mourned by millions of people.,Passive Control,1,1,Mother Theresa's death was,mourned,0.5130605,SE,whaleloops/phrase-bert
370,93,The black-clad women were mourning the death of their brother.,Active Control,1,0,The black-clad women were,mourning,0.4179625,SE,whaleloops/phrase-bert
371,93,Lisa's phone had been mourning the loss of a loved one.,No-Attraction Violation,0,1,Lisa's phone had been,mourning,0.2990917,SE,whaleloops/phrase-bert
372,94,The bathroom floor had been mopping by a janitor.,Attraction Violation,1,1,The bathroom floor had been,mopping,0.5603064,SE,whaleloops/phrase-bert
373,94,The bathroom floor had been mopped in the past.,Passive Control,1,1,The bathroom floor had been,mopped,0.7121294,SE,whaleloops/phrase-bert
374,94,The school janitor had been mopping the bathroom.,Active Control,1,0,The school janitor had been,mopping,0.45204872,SE,whaleloops/phrase-bert
375,94,An important lesson had been mopping in the past.,No-Attraction Violation,0,1,An important lesson had been,mopping,0.2613538,SE,whaleloops/phrase-bert
376,95,The sin had been confessing by the repentant Catholic.,Attraction Violation,1,1,The sin had been,confessing,0.5499613,SE,whaleloops/phrase-bert
377,95,The sin had been confessed on Sunday.,Passive Control,1,1,The sin had been,confessed,0.66315097,SE,whaleloops/phrase-bert
378,95,The repentant Catholic had been confessing his sins.,Active Control,1,0,The repentant Catholic had been,confessing,0.6075756,SE,whaleloops/phrase-bert
379,95,Ten new trees had been confessing on Sunday.,No-Attraction Violation,0,1,Ten new trees had been,confessing,0.22200967,SE,whaleloops/phrase-bert
380,96,The strange mystery had been solving the detectives.,Attraction Violation,1,1,The strange mystery had been,solving,0.4604669,SE,whaleloops/phrase-bert
381,96,The strange mystery had been solved at the station.,Passive Control,1,1,The strange mystery had been,solved,0.5760366,SE,whaleloops/phrase-bert
382,96,The brilliant detective had been solving mysterious crimes for two decades.,Active Control,1,0,The brilliant detective had been,solving,0.39627722,SE,whaleloops/phrase-bert
383,96,Hathaway's gigantic fortune had been solving at the station.,No-Attraction Violation,0,1,Hathaway's gigantic fortune had been,solving,0.30450207,SE,whaleloops/phrase-bert
0,1,The murder had been witnessing by the three bystanders,Attraction Violation,1,1,The murder had been,witnessing,0.3387911,SE,bigscience/sgpt-bloom-7b1-msmarco
1,1,The murder had been witnessed in the dark.,Passive Control,1,1,The murder had been,witnessed,0.34821025,SE,bigscience/sgpt-bloom-7b1-msmarco
2,1,The bystanders had been witnessing the crime.,Active Control,1,0,The bystanders had been,witnessing,0.43978465,SE,bigscience/sgpt-bloom-7b1-msmarco
3,1,The unpleasant cough syrup was witnessing in the dark.,No-Attraction Violation,0,1,The unpleasant cough syrup was,witnessing,0.2773878,SE,bigscience/sgpt-bloom-7b1-msmarco
4,2,Patty's overgrown lawn was mowing the boy next door.,Attraction Violation,1,1,Patty's overgrown lawn was,mowing,0.40437183,SE,bigscience/sgpt-bloom-7b1-msmarco
5,2,Patty's overgrown lawn was mowed only last week.,Passive Control,1,1,Patty's overgrown lawn was,mowed,0.3959895,SE,bigscience/sgpt-bloom-7b1-msmarco
6,2,Patty's teenage son was mowing the lawn.,Active Control,1,0,Patty's teenage son was,mowing,0.3104305,SE,bigscience/sgpt-bloom-7b1-msmarco
7,2,All of her money had been mowing the grass.,No-Attraction Violation,0,1,All of her money had been,mowing,0.23683234,SE,bigscience/sgpt-bloom-7b1-msmarco
8,3,Three more martinis were ordering by Laurie's sister.,Attraction Violation,1,1,Three more martinis were,ordering,0.30024078,SE,bigscience/sgpt-bloom-7b1-msmarco
9,3,Three more martinis were ordered repeatedly.,Passive Control,1,1,Three more martinis were,ordered,0.30809885,SE,bigscience/sgpt-bloom-7b1-msmarco
10,3,"The regular customers were ordering quiche, as usual.",Active Control,1,0,The regular customers were,ordering,0.34887862,SE,bigscience/sgpt-bloom-7b1-msmarco
11,3,The rough part of the wood was ordering late.,No-Attraction Violation,0,1,The rough part of the wood was,ordering,0.2699421,SE,bigscience/sgpt-bloom-7b1-msmarco
12,4,The quality of Karla's work was evaluating frequently.,Attraction Violation,1,1,The quality of Karla's work was,evaluating,0.43252409,SE,bigscience/sgpt-bloom-7b1-msmarco
13,4,The quality of Karla's work was evaluated frequently.,Passive Control,1,1,The quality of Karla's work was,evaluated,0.4332027,SE,bigscience/sgpt-bloom-7b1-msmarco
14,4,The engineers were evaluating the success of the new device.,Active Control,1,0,The engineers were,evaluating,0.46716908,SE,bigscience/sgpt-bloom-7b1-msmarco
15,4,The old lady's purse had been evaluating Nelson's idea.,No-Attraction Violation,0,1,The old lady's purse had been,evaluating,0.34366527,SE,bigscience/sgpt-bloom-7b1-msmarco
16,5,The legal contract had been signing falsely.,Attraction Violation,1,1,The legal contract had been,signing,0.29993394,SE,bigscience/sgpt-bloom-7b1-msmarco
17,5,The legal contract had been signed by the family.,Passive Control,1,1,The legal contract had been,signed,0.35916078,SE,bigscience/sgpt-bloom-7b1-msmarco
18,5,The state's governor had been signing new legislation.,Active Control,1,0,The state's governor had been,signing,0.2599427,SE,bigscience/sgpt-bloom-7b1-msmarco
19,5,An appointment was signing falsely.,No-Attraction Violation,0,1,An appointment was,signing,0.3308193,SE,bigscience/sgpt-bloom-7b1-msmarco
20,6,The vocabulary list was memorizing well.,Attraction Violation,1,1,The vocabulary list was,memorizing,0.2175043,SE,bigscience/sgpt-bloom-7b1-msmarco
21,6,The vocabulary list was memorized well.,Passive Control,1,1,The vocabulary list was,memorized,0.22216277,SE,bigscience/sgpt-bloom-7b1-msmarco
22,6,The medical students were memorizing sample exam questions all night.,Active Control,1,0,The medical students were,memorizing,0.1440989,SE,bigscience/sgpt-bloom-7b1-msmarco
23,6,The simple coffin was memorizing the lines of the poem.,No-Attraction Violation,0,1,The simple coffin was,memorizing,0.11164935,SE,bigscience/sgpt-bloom-7b1-msmarco
24,7,The firewood had been chopping poorly.,Attraction Violation,1,1,The firewood had been,chopping,0.3043706,SE,bigscience/sgpt-bloom-7b1-msmarco
25,7,The firewood had been chopped by Jen's grandfather.,Passive Control,1,1,The firewood had been,chopped,0.3240362,SE,bigscience/sgpt-bloom-7b1-msmarco
26,7,Jen's grandfather had been chopping the firewood.,Active Control,1,0,Jen's grandfather had been,chopping,0.34360823,SE,bigscience/sgpt-bloom-7b1-msmarco
27,7,Mark's wrinkly shirts were chopping vegetables.,No-Attraction Violation,0,1,Mark's wrinkly shirts were,chopping,0.3800682,SE,bigscience/sgpt-bloom-7b1-msmarco
28,8,Lisa's phone had been disconnecting last month.,Attraction Violation,1,1,Lisa's phone had been,disconnecting,0.1869881,SE,bigscience/sgpt-bloom-7b1-msmarco
29,8,Lisa's phone had been disconnected last month.,Passive Control,1,1,Lisa's phone had been,disconnected,0.2850419,SE,bigscience/sgpt-bloom-7b1-msmarco
30,8,The electrician had been disconnecting the machine's power source.,Active Control,1,0,The electrician had been,disconnecting,0.2027594,SE,bigscience/sgpt-bloom-7b1-msmarco
31,8,Mother Theresa's death was disconnecting the two cables.,No-Attraction Violation,0,1,Mother Theresa's death was,disconnecting,0.15321982,SE,bigscience/sgpt-bloom-7b1-msmarco
32,9,Wendy's muddy car was washing the boys.,Attraction Violation,1,1,Wendy's muddy car was,washing,0.31790558,SE,bigscience/sgpt-bloom-7b1-msmarco
33,9,Wendy's muddy car was washed wearily.,Passive Control,1,1,Wendy's muddy car was,washed,0.3941115,SE,bigscience/sgpt-bloom-7b1-msmarco
34,9,Wendy and Harriet were washing the muddy car.,Active Control,1,0,Wendy and Harriet were,washing,0.31319234,SE,bigscience/sgpt-bloom-7b1-msmarco
35,9,Frank's loan application had been washing the used pencil.,No-Attraction Violation,0,1,Frank's loan application had been,washing,0.466637,SE,bigscience/sgpt-bloom-7b1-msmarco
36,10,The library books had been borrowing the graduate student.,Attraction Violation,1,1,The library books had been,borrowing,0.41004345,SE,bigscience/sgpt-bloom-7b1-msmarco
37,10,The library books had been borrowed by the graduate student.,Passive Control,1,1,The library books had been,borrowed,0.43308845,SE,bigscience/sgpt-bloom-7b1-msmarco
38,10,Katie and Lara had been borrowing dozens of books about botany from the library.,Active Control,1,0,Katie and Lara had been,borrowing,0.35558817,SE,bigscience/sgpt-bloom-7b1-msmarco
39,10,The tragic mistake was borrowing in a hurry.,No-Attraction Violation,0,1,The tragic mistake was,borrowing,0.31347436,SE,bigscience/sgpt-bloom-7b1-msmarco
40,11,"The dark, underwater cave was exploring by the divers.",Attraction Violation,1,1,"The dark, underwater cave was",exploring,0.31484747,SE,bigscience/sgpt-bloom-7b1-msmarco
41,11,"The dark, underwater cave was explored by the divers.",Passive Control,1,1,"The dark, underwater cave was",explored,0.35490796,SE,bigscience/sgpt-bloom-7b1-msmarco
42,11,The cautious scuba divers were exploring the underwater cave.,Active Control,1,0,The cautious scuba divers were,exploring,0.31339106,SE,bigscience/sgpt-bloom-7b1-msmarco
43,11,The phone bill had been exploring at the zoo.,No-Attraction Violation,0,1,The phone bill had been,exploring,0.29864463,SE,bigscience/sgpt-bloom-7b1-msmarco
44,12,The unpleasant cough syrup was swallowing the boy.,Attraction Violation,1,1,The unpleasant cough syrup was,swallowing,0.34401354,SE,bigscience/sgpt-bloom-7b1-msmarco
45,12,The unpleasant cough syrup was swallowed by the boy.,Passive Control,1,1,The unpleasant cough syrup was,swallowed,0.25487348,SE,bigscience/sgpt-bloom-7b1-msmarco
46,12,The huge adult alligator had been swallowing fish by the bucket.,Active Control,1,0,The huge adult alligator had been,swallowing,0.2976086,SE,bigscience/sgpt-bloom-7b1-msmarco
47,12,The murder had been swallowing with disgust.,No-Attraction Violation,0,1,The murder had been,swallowing,0.23811339,SE,bigscience/sgpt-bloom-7b1-msmarco
48,13,The pizza had been delivering once more.,Attraction Violation,1,1,The pizza had been,delivering,0.4428984,SE,bigscience/sgpt-bloom-7b1-msmarco
49,13,The pizza had been delivered by Antonio himself.,Passive Control,1,1,The pizza had been,delivered,0.4400022,SE,bigscience/sgpt-bloom-7b1-msmarco
50,13,The exhausted messenger had been delivering packages all over town.,Active Control,1,0,The exhausted messenger had been,delivering,0.4550806,SE,bigscience/sgpt-bloom-7b1-msmarco
51,13,A genetic mutation was delivering once more.,No-Attraction Violation,0,1,A genetic mutation was,delivering,0.35699812,SE,bigscience/sgpt-bloom-7b1-msmarco
52,14,Frank's loan application had been approving by the bank.,Attraction Violation,1,1,Frank's loan application had been,approving,0.34713647,SE,bigscience/sgpt-bloom-7b1-msmarco
53,14,Frank's loan application had been approved anyways.,Passive Control,1,1,Frank's loan application had been,approved,0.18395446,SE,bigscience/sgpt-bloom-7b1-msmarco
54,14,The board of directors had been approving too many expensive projects.,Active Control,1,0,The board of directors had been,approving,0.24300045,SE,bigscience/sgpt-bloom-7b1-msmarco
55,14,Wendy's muddy car was approving the boy's request.,No-Attraction Violation,0,1,Wendy's muddy car was,approving,0.26623082,SE,bigscience/sgpt-bloom-7b1-msmarco
56,15,The cheap products had been manufacturing a Belgian firm.,Attraction Violation,1,1,The cheap products had been,manufacturing,0.39215672,SE,bigscience/sgpt-bloom-7b1-msmarco
57,15,The cheap products had been manufactured by a Belgian firm.,Passive Control,1,1,The cheap products had been,manufactured,0.43711984,SE,bigscience/sgpt-bloom-7b1-msmarco
58,15,The auto company had been manufacturing parts in China.,Active Control,1,0,The auto company had been,manufacturing,0.4344801,SE,bigscience/sgpt-bloom-7b1-msmarco
59,15,A drawing of the house had been manufacturing at a factory.,No-Attraction Violation,0,1,A drawing of the house had been,manufacturing,0.39643654,SE,bigscience/sgpt-bloom-7b1-msmarco
60,16,Their secret conversation had been overhearing by a surprised neighbor.,Attraction Violation,1,1,Their secret conversation had been,overhearing,0.3123805,SE,bigscience/sgpt-bloom-7b1-msmarco
61,16,Their secret conversation had been overheard by a surprised neighbor.,Passive Control,1,1,Their secret conversation had been,overheard,0.41999656,SE,bigscience/sgpt-bloom-7b1-msmarco
62,16,The annoyed resident had been overhearing his neighbor's phone conversations through the wall.,Active Control,1,0,The annoyed resident had been,overhearing,0.34680483,SE,bigscience/sgpt-bloom-7b1-msmarco
63,16,A wet snowball had been overhearing despite the precautions.,No-Attraction Violation,0,1,A wet snowball had been,overhearing,0.38247338,SE,bigscience/sgpt-bloom-7b1-msmarco
64,17,The rough part of the wood was sanding to perfection.,Attraction Violation,1,1,The rough part of the wood was,sanding,0.3998818,SE,bigscience/sgpt-bloom-7b1-msmarco
65,17,The rough part of the wood was sanded by the carpenter.,Passive Control,1,1,The rough part of the wood was,sanded,0.3225977,SE,bigscience/sgpt-bloom-7b1-msmarco
66,17,The skillful carpenter was sanding the rough edge of the wood.,Active Control,1,0,The skillful carpenter was,sanding,0.39092156,SE,bigscience/sgpt-bloom-7b1-msmarco
67,17,Three more martinis were sanding the chair.,No-Attraction Violation,0,1,Three more martinis were,sanding,0.36343923,SE,bigscience/sgpt-bloom-7b1-msmarco
68,18,A package had been receiving by the secretary in the office.,Attraction Violation,1,1,A package had been,receiving,0.48404953,SE,bigscience/sgpt-bloom-7b1-msmarco
69,18,A package had been received by the secretary in the office.,Passive Control,1,1,A package had been,received,0.31490192,SE,bigscience/sgpt-bloom-7b1-msmarco
70,18,The secretary had been receiving flowers all day.,Active Control,1,0,The secretary had been,receiving,0.35305363,SE,bigscience/sgpt-bloom-7b1-msmarco
71,18,The noises in the attic had been receiving assistance from the government.,No-Attraction Violation,0,1,The noises in the attic had been,receiving,0.33016762,SE,bigscience/sgpt-bloom-7b1-msmarco
72,19,The club's rules had been violating Richard.,Attraction Violation,1,1,The club's rules had been,violating,0.2839596,SE,bigscience/sgpt-bloom-7b1-msmarco
73,19,The club's rules had been violated only twice.,Passive Control,1,1,The club's rules had been,violated,0.29576468,SE,bigscience/sgpt-bloom-7b1-msmarco
74,19,The rebel had been violating the rules.,Active Control,1,0,The rebel had been,violating,0.27683198,SE,bigscience/sgpt-bloom-7b1-msmarco
75,19,Thirty pounds of potatoes had been violating only twice.,No-Attraction Violation,0,1,Thirty pounds of potatoes had been,violating,0.25972578,SE,bigscience/sgpt-bloom-7b1-msmarco
76,20,A new medication had been prescribing the physician.,Attraction Violation,1,1,A new medication had been,prescribing,0.393496,SE,bigscience/sgpt-bloom-7b1-msmarco
77,20,A new medication had been prescribed by the physician.,Passive Control,1,1,A new medication had been,prescribed,0.41303444,SE,bigscience/sgpt-bloom-7b1-msmarco
78,20,The new doctor had been prescribing powerful painkillers for Jelena's sore knee.,Active Control,1,0,The new doctor had been,prescribing,0.30046335,SE,bigscience/sgpt-bloom-7b1-msmarco
79,20,The portrait of Napoleon had been prescribing with caution.,No-Attraction Violation,0,1,The portrait of Napoleon had been,prescribing,0.26003695,SE,bigscience/sgpt-bloom-7b1-msmarco
80,21,The wheat crops had been harvesting by the local farmers.,Attraction Violation,1,1,The wheat crops had been,harvesting,0.49434695,SE,bigscience/sgpt-bloom-7b1-msmarco
81,21,The wheat crops had been harvested after the rain.,Passive Control,1,1,The wheat crops had been,harvested,0.50412613,SE,bigscience/sgpt-bloom-7b1-msmarco
82,21,The local farmers had been harvesting the corn all week.,Active Control,1,0,The local farmers had been,harvesting,0.43292877,SE,bigscience/sgpt-bloom-7b1-msmarco
83,21,The elevator button had been harvesting after the rain.,No-Attraction Violation,0,1,The elevator button had been,harvesting,0.33595368,SE,bigscience/sgpt-bloom-7b1-msmarco
84,22,The musical piece was composing by Beethoven in 1799.,Attraction Violation,1,1,The musical piece was,composing,0.3634726,SE,bigscience/sgpt-bloom-7b1-msmarco
85,22,The musical piece was composed in a dream.,Passive Control,1,1,The musical piece was,composed,0.3728411,SE,bigscience/sgpt-bloom-7b1-msmarco
86,22,Ludwig von Beethoven was composing symphonies as a teenager.,Active Control,1,0,Ludwig von Beethoven was,composing,0.26435038,SE,bigscience/sgpt-bloom-7b1-msmarco
87,22,The bank had been composing in a dream.,No-Attraction Violation,0,1,The bank had been,composing,0.26055315,SE,bigscience/sgpt-bloom-7b1-msmarco
88,23,The old lady's purse had been snatching a kid.,Attraction Violation,1,1,The old lady's purse had been,snatching,0.25183517,SE,bigscience/sgpt-bloom-7b1-msmarco
89,23,The old lady's purse had been snatched with speed.,Passive Control,1,1,The old lady's purse had been,snatched,0.2474435,SE,bigscience/sgpt-bloom-7b1-msmarco
90,23,The clever dog had been snatching cookies from the table.,Active Control,1,0,The clever dog had been,snatching,0.23135889,SE,bigscience/sgpt-bloom-7b1-msmarco
91,23,The quality of Karla's work was snatching victory from the jaws of defeat.,No-Attraction Violation,0,1,The quality of Karla's work was,snatching,0.19457477,SE,bigscience/sgpt-bloom-7b1-msmarco
92,24,Olson's bulging suitcase had been packing his assistant.,Attraction Violation,1,1,Olson's bulging suitcase had been,packing,0.27415213,SE,bigscience/sgpt-bloom-7b1-msmarco
93,24,Olson's bulging suitcase had been packed for the trip.,Passive Control,1,1,Olson's bulging suitcase had been,packed,0.2710162,SE,bigscience/sgpt-bloom-7b1-msmarco
94,24,The excited vacationers had been packing their suitcases when the hurricane hit.,Active Control,1,0,The excited vacationers had been,packing,0.18013677,SE,bigscience/sgpt-bloom-7b1-msmarco
95,24,Stormy weather had been packing for the trip.,No-Attraction Violation,0,1,Stormy weather had been,packing,0.44355884,SE,bigscience/sgpt-bloom-7b1-msmarco
96,25,Several spelling errors were noticing the careful editor.,Attraction Violation,1,1,Several spelling errors were,noticing,0.33344093,SE,bigscience/sgpt-bloom-7b1-msmarco
97,25,Several spelling errors were noticed by the careful editor.,Passive Control,1,1,Several spelling errors were,noticed,0.3040944,SE,bigscience/sgpt-bloom-7b1-msmarco
98,25,Brittany's close friends were noticing changes in her personality.,Active Control,1,0,Brittany's close friends were,noticing,0.27052742,SE,bigscience/sgpt-bloom-7b1-msmarco
99,25,The final destination had been noticing too late.,No-Attraction Violation,0,1,The final destination had been,noticing,0.31669468,SE,bigscience/sgpt-bloom-7b1-msmarco
100,26,An illegal weapon had been smuggling only once.,Attraction Violation,1,1,An illegal weapon had been,smuggling,0.40149322,SE,bigscience/sgpt-bloom-7b1-msmarco
101,26,An illegal weapon had been smuggled only once.,Passive Control,1,1,An illegal weapon had been,smuggled,0.32683516,SE,bigscience/sgpt-bloom-7b1-msmarco
