,Unnamed: 0,Tar,Item,Condition,Completion,Part,Cloze,Cloze_Balanced,Association_Noun,Association_Verb,Association_MainVerb,article,target,context,semantic_association,implementation,model
1,2,Axt,1,B,und hackte die Holzscheite.,0,0.67,1,3.1,1.2,6.0,die,Axt,"Gestern schärfte der Holzfäller, bevor er den Film schaute, die",0.7394826,SE,intfloat/multilingual-e5-large
2,3,Axt,1,C,und hackte die Holzscheite.,0,0.0,1,6.9,3.1,1.4,die,Axt,"Gestern aß der Holzfäller, bevor er das Holz stapelte, die",0.7489264,SE,intfloat/multilingual-e5-large
3,4,Axt,1,D,und hackte die Holzscheite.,0,0.0,1,3.1,1.2,1.4,die,Axt,"Gestern aß der Holzfäller, bevor er den Film schaute, die",0.7389216,SE,intfloat/multilingual-e5-large
4,5,Messer,2,A,und rasiert den Kunden.,0,0.67,1,5.0,5.1,6.4,das,Messer,"Nachdenklich schärft der Barbier, nachdem er den Rasierschaum aufgetragen hat, das",0.78075695,SE,intfloat/multilingual-e5-large
5,6,Messer,2,B,und rasiert den Kunden.,0,0.75,1,1.2,1.4,6.4,das,Messer,"Nachdenklich schärft der Barbier, nachdem er die Topfpflanze gegossen hat, das",0.7659717,SE,intfloat/multilingual-e5-large
6,7,Messer,2,C,und rasiert den Kunden.,0,0.0,1,5.0,5.1,1.4,das,Messer,"Nachdenklich trinkt der Barbier, nachdem er den Rasierschaum aufgetragen hat, das",0.7739509,SE,intfloat/multilingual-e5-large
7,8,Messer,2,D,und rasiert den Kunden.,0,0.0,1,1.2,1.4,1.4,das,Messer,"Nachdenklich trinkt der Barbier, nachdem er die Topfpflanze gegossen hat, das",0.75955725,SE,intfloat/multilingual-e5-large
8,9,Kaffee,3,A,und gießt die Milch dazu.,0,0.58,0,5.8,2.3,5.8,den,Kaffee,"Sogleich süßt der Kellner, nachdem er die Bestellung aufgenommen hat, den",0.78906834,SE,intfloat/multilingual-e5-large
9,10,Kaffee,3,B,und gießt die Milch dazu.,0,0.25,0,3.5,3.5,5.8,den,Kaffee,"Sogleich süßt der Kellner, nachdem er das Radio angemacht hat, den",0.78445256,SE,intfloat/multilingual-e5-large
10,11,Kaffee,3,C,und gießt die Milch dazu.,0,0.0,0,5.8,2.3,3.0,den,Kaffee,"Sogleich putzt der Kellner, nachdem er die Bestellung aufgenommen hat, den",0.77549326,SE,intfloat/multilingual-e5-large
11,12,Kaffee,3,D,und gießt die Milch dazu.,0,0.0,0,3.5,3.5,3.0,den,Kaffee,"Sogleich putzt der Kellner, nachdem er das Radio angemacht hat, den",0.773376,SE,intfloat/multilingual-e5-large
12,13,Ofen,4,A,auf 180 Grad.,0,1.0,0,6.0,2.7,6.6,den,Ofen,"Vorsichtig erhitzt der Bäckerlehrling, nachdem er die Brötchen geformt hat, den",0.80443734,SE,intfloat/multilingual-e5-large
13,14,Ofen,4,B,auf 180 Grad.,0,0.75,0,2.4,1.3,6.6,den,Ofen,"Vorsichtig erhitzt der Bäckerlehrling, nachdem er die Fenster gekippt hat, den",0.8028212,SE,intfloat/multilingual-e5-large
14,15,Ofen,4,C,auf 180 Grad.,0,0.0,0,6.0,2.7,1.3,den,Ofen,"Vorsichtig schlürft der Bäckerlehrling, nachdem er die Brötchen geformt hat, den",0.7845643,SE,intfloat/multilingual-e5-large
15,16,Ofen,4,D,auf 180 Grad.,0,0.08,0,2.4,1.3,1.3,den,Ofen,"Vorsichtig schlürft der Bäckerlehrling, nachdem er die Fenster gekippt hat, den",0.78088015,SE,intfloat/multilingual-e5-large
16,17,Weinflasche,5,A,für die Weinprobe.,0,1.0,1,5.9,1.7,6.8,die,Weinflasche,"Zufrieden entkorkt der Winzer, der die Reben geschnitten hat, die",0.78882354,SE,intfloat/multilingual-e5-large
17,18,Weinflasche,5,B,für die Weinprobe.,0,1.0,1,2.0,2.7,6.8,die,Weinflasche,"Zufrieden entkorkt der Winzer, der die Lohnabrechnungen beendet hat, die",0.77869993,SE,intfloat/multilingual-e5-large
18,19,Weinflasche,5,C,für die Weinprobe.,0,0.08,1,5.9,1.7,1.0,die,Weinflasche,"Zufrieden glättet der Winzer, der die Reben geschnitten hat, die",0.7881054,SE,intfloat/multilingual-e5-large
19,20,Weinflasche,5,D,für die Weinprobe.,0,0.0,1,2.0,2.7,1.0,die,Weinflasche,"Zufrieden glättet der Winzer, der die Lohnabrechnungen beendet hat, die",0.7793016,SE,intfloat/multilingual-e5-large
20,21,Ticket,6,A,für die Fahrt.,0,0.33,1,6.7,2.3,6.3,das,Ticket,"Umgehend löst der Fahrgast, der den Automaten bedient, das",0.78421587,SE,intfloat/multilingual-e5-large
21,22,Ticket,6,B,für die Fahrt.,0,0.33,1,1.3,1.3,6.3,das,Ticket,"Umgehend löst der Fahrgast, der die Einkaufstasche abstellt, das",0.7698418,SE,intfloat/multilingual-e5-large
22,23,Ticket,6,C,für die Fahrt.,0,0.0,1,6.7,2.3,1.2,das,Ticket,"Umgehend knotet der Fahrgast, der den Automaten bedient, das",0.7893572,SE,intfloat/multilingual-e5-large
23,24,Ticket,6,D,für die Fahrt.,0,0.0,1,1.3,1.3,1.2,das,Ticket,"Umgehend knotet der Fahrgast, der die Einkaufstasche abstellt, das",0.7796571,SE,intfloat/multilingual-e5-large
24,25,Sieg,7,A,mit einer Party.,0,0.5,0,6.8,4.4,6.2,den,Sieg,"Am Abend feiert der Gewinner, der den Pokal erhält, den",0.7808325,SE,intfloat/multilingual-e5-large
25,26,Sieg,7,B,mit einer Party.,0,0.75,0,1.8,2.0,6.2,den,Sieg,"Am Abend feiert der Gewinner, der das Eis isst, den",0.7839467,SE,intfloat/multilingual-e5-large
26,27,Sieg,7,C,mit einer Party.,0,0.0,0,6.8,4.4,1.8,den,Sieg,"Am Abend knabbert der Gewinner, der den Pokal erhält, den",0.7752483,SE,intfloat/multilingual-e5-large
27,28,Sieg,7,D,mit einer Party.,0,0.0,0,1.8,2.0,1.8,den,Sieg,"Am Abend knabbert der Gewinner, der das Eis isst, den",0.78115004,SE,intfloat/multilingual-e5-large
28,29,Fisch,8,A,für das Abendessen.,1,0.83,1,7.0,4.9,6.9,den,Fisch,"Endlich fängt der Angler, der den Köder auswarf, den",0.7920062,SE,intfloat/multilingual-e5-large
29,30,Fisch,8,B,für das Abendessen.,1,0.83,1,2.0,1.2,6.9,den,Fisch,"Endlich fängt der Angler, der die Zeitung las, den",0.7911014,SE,intfloat/multilingual-e5-large
30,31,Fisch,8,C,für das Abendessen.,1,0.0,1,7.0,4.9,1.3,den,Fisch,"Endlich baut der Angler, der den Köder auswarf, den",0.7842124,SE,intfloat/multilingual-e5-large
31,32,Fisch,8,D,für das Abendessen.,1,0.0,1,2.0,1.2,1.3,den,Fisch,"Endlich baut der Angler, der die Zeitung las, den",0.7863946,SE,intfloat/multilingual-e5-large
32,33,Unkraut,9,A,und leerte den Kompost.,0,0.83,0,6.7,3.3,6.9,das,Unkraut,"Am Nachmittag jätete der Schrebergärtner, der das Beet pflegte, das",0.77435964,SE,intfloat/multilingual-e5-large
33,34,Unkraut,9,B,und leerte den Kompost.,0,0.67,0,3.3,1.4,6.9,das,Unkraut,"Am Nachmittag jätete der Schrebergärtner, der die Sonne genoss, das",0.7596745,SE,intfloat/multilingual-e5-large
34,35,Unkraut,9,C,und leerte den Kompost.,0,0.0,0,6.7,3.3,1.2,das,Unkraut,"Am Nachmittag polierte der Schrebergärtner, der das Beet pflegte, das",0.7693889,SE,intfloat/multilingual-e5-large
35,36,Unkraut,9,D,und leerte den Kompost.,0,0.0,0,3.3,1.4,1.2,das,Unkraut,"Am Nachmittag polierte der Schrebergärtner, der die Sonne genoss, das",0.7555635,SE,intfloat/multilingual-e5-large
36,37,Klassenzimmer,10,A,und nimmt ein Stück Kreide.,1,0.75,1,6.8,3.7,5.5,das,Klassenzimmer,"Eine Weile lüftet der Lehrer, bevor er die Tafel beschreibt, das",0.8012197,SE,intfloat/multilingual-e5-large
37,38,Klassenzimmer,10,B,und nimmt ein Stück Kreide.,1,0.75,1,1.9,2.6,5.5,das,Klassenzimmer,"Eine Weile lüftet der Lehrer, bevor er den Mantel aufhängt, das",0.796687,SE,intfloat/multilingual-e5-large
38,39,Klassenzimmer,10,C,und nimmt ein Stück Kreide.,1,0.0,1,6.8,3.7,4.7,das,Klassenzimmer,"Eine Weile bastelt der Lehrer, bevor er die Tafel beschreibt, das",0.80420804,SE,intfloat/multilingual-e5-large
39,40,Klassenzimmer,10,D,und nimmt ein Stück Kreide.,1,0.0,1,1.9,2.6,4.7,das,Klassenzimmer,"Eine Weile bastelt der Lehrer, bevor er den Mantel aufhängt, das",0.7976223,SE,intfloat/multilingual-e5-large
40,41,Käse,11,A,und gibt Öl in die Pfanne.,0,0.5,1,5.2,4.6,6.4,den,Käse,"Schnell reibt der Chefkoch, während er die Nudeln kocht, den",0.7688717,SE,intfloat/multilingual-e5-large
41,42,Käse,11,B,und gibt Öl in die Pfanne.,0,0.58,1,1.7,1.2,6.4,den,Käse,"Schnell reibt der Chefkoch, während er die Nachrichten hört, den",0.76799834,SE,intfloat/multilingual-e5-large
42,43,Käse,11,C,und gibt Öl in die Pfanne.,0,0.0,1,5.2,4.6,1.1,den,Käse,"Schnell flickt der Chefkoch, während er die Nudeln kocht, den",0.76633894,SE,intfloat/multilingual-e5-large
43,44,Käse,11,D,und gibt Öl in die Pfanne.,0,0.0,1,1.7,1.2,1.1,den,Käse,"Schnell flickt der Chefkoch, während er die Nachrichten hört, den",0.7632873,SE,intfloat/multilingual-e5-large
44,45,Bier,12,A,das zuvor gebraut wurde.,0,0.67,1,3.9,1.2,5.0,das,Bier,"Vorgestern probierte der Braumeister, nachdem er den Kessel ausgeschaltet hatte, das",0.787936,SE,intfloat/multilingual-e5-large
45,46,Bier,12,B,das zuvor gebraut wurde.,0,0.58,1,1.8,2.3,5.0,das,Bier,"Vorgestern probierte der Braumeister, nachdem er den Boden gewischt hatte, das",0.78874665,SE,intfloat/multilingual-e5-large
46,47,Bier,12,C,das zuvor gebraut wurde.,0,0.0,1,3.9,1.2,1.1,das,Bier,"Vorgestern bemalte der Braumeister, nachdem er den Kessel ausgeschaltet hatte, das",0.78381306,SE,intfloat/multilingual-e5-large
47,48,Bier,12,D,das zuvor gebraut wurde.,0,0.0,1,1.8,2.3,1.1,das,Bier,"Vorgestern bemalte der Braumeister, nachdem er den Boden gewischt hatte, das",0.7803636,SE,intfloat/multilingual-e5-large
48,49,Rasen,13,A,hinter der Villa.,0,0.92,1,7.0,5.6,6.8,den,Rasen,"Eine Zeit lang mähte der Gartenhelfer, nachdem er den Garten umgegraben hatte, den",0.762538,SE,intfloat/multilingual-e5-large
49,50,Rasen,13,B,hinter der Villa.,0,0.92,1,2.2,1.9,6.8,den,Rasen,"Eine Zeit lang mähte der Gartenhelfer, nachdem er die Garage aufgeräumt hatte, den",0.7675232,SE,intfloat/multilingual-e5-large
50,51,Rasen,13,C,hinter der Villa.,0,0.0,1,7.0,5.6,1.4,den,Rasen,"Eine Zeit lang räucherte der Gartenhelfer, nachdem er den Garten umgegraben hatte, den",0.76210713,SE,intfloat/multilingual-e5-large
51,52,Rasen,13,D,hinter der Villa.,0,0.0,1,2.2,1.9,1.4,den,Rasen,"Eine Zeit lang räucherte der Gartenhelfer, nachdem er die Garage aufgeräumt hatte, den",0.7618972,SE,intfloat/multilingual-e5-large
52,53,Straße,14,A,und den Bürgersteig.,1,0.42,1,6.5,5.1,6.8,die,Straße,"Achtsam pflasterte der Bauarbeiter, der die Absperrungen umging, die",0.7976637,SE,intfloat/multilingual-e5-large
53,54,Straße,14,B,und den Bürgersteig.,1,0.42,1,5.7,2.0,6.8,die,Straße,"Achtsam pflasterte der Bauarbeiter, der die Steine schleppte, die",0.78152883,SE,intfloat/multilingual-e5-large
54,55,Straße,14,C,und den Bürgersteig.,1,0.08,1,6.5,5.1,2.0,die,Straße,"Achtsam salzte der Bauarbeiter, der die Absperrungen umging, die",0.7951586,SE,intfloat/multilingual-e5-large
55,56,Straße,14,D,und den Bürgersteig.,1,0.0,1,5.7,2.0,2.0,die,Straße,"Achtsam salzte der Bauarbeiter, der die Steine schleppte, die",0.7778479,SE,intfloat/multilingual-e5-large
56,57,Glocken,15,A,und freute sich.,0,1.0,1,6.7,1.1,7.0,die,Glocken,"Gestern läutete der Priester, nachdem er den Kirchturm erklommen hatte, die",0.7861746,SE,intfloat/multilingual-e5-large
57,58,Glocken,15,B,und freute sich.,0,0.92,1,2.2,1.1,7.0,die,Glocken,"Gestern läutete der Priester, nachdem er die Armbanduhr ausgezogen hatte, die",0.7900403,SE,intfloat/multilingual-e5-large
58,59,Glocken,15,C,und freute sich.,0,0.0,1,6.7,1.1,1.0,die,Glocken,"Gestern faltete der Priester, nachdem er den Kirchturm erklommen hatte, die",0.7770527,SE,intfloat/multilingual-e5-large
59,60,Glocken,15,D,und freute sich.,0,0.0,1,2.2,1.1,1.0,die,Glocken,"Gestern faltete der Priester, nachdem er die Armbanduhr ausgezogen hatte, die",0.7834155,SE,intfloat/multilingual-e5-large
60,61,Wunde,16,A,mit fünf Stichen.,0,0.92,1,6.7,3.3,5.8,die,Wunde,"Rasch näht der Notarzt, der den Verletzten betreut, die",0.80457604,SE,intfloat/multilingual-e5-large
61,62,Wunde,16,B,mit fünf Stichen.,0,0.92,1,3.2,1.8,5.8,die,Wunde,"Rasch näht der Notarzt, der den Ohrring trägt, die",0.7869418,SE,intfloat/multilingual-e5-large
62,63,Wunde,16,C,mit fünf Stichen.,0,0.0,1,6.7,3.3,2.0,die,Wunde,"Rasch versteckt der Notarzt, der den Verletzten betreut, die",0.8113115,SE,intfloat/multilingual-e5-large
63,64,Wunde,16,D,mit fünf Stichen.,0,0.0,1,3.2,1.8,2.0,die,Wunde,"Rasch versteckt der Notarzt, der den Ohrring trägt, die",0.79643154,SE,intfloat/multilingual-e5-large
64,65,Hemd,17,A,und die Hose.,0,0.75,1,6.4,1.5,6.9,das,Hemd,"Eilig bügelt der Geschäftsmann, nachdem er das Bügelbrett aufgestellt hat, das",0.76181376,SE,intfloat/multilingual-e5-large
65,66,Hemd,17,B,und die Hose.,0,0.67,1,1.4,1.2,6.9,das,Hemd,"Eilig bügelt der Geschäftsmann, nachdem er den Eistee ausgetrunken hat, das",0.7509873,SE,intfloat/multilingual-e5-large
66,67,Hemd,17,C,und die Hose.,0,0.0,1,6.4,1.5,1.0,das,Hemd,"Eilig salzt der Geschäftsmann, nachdem er das Bügelbrett aufgestellt hat, das",0.76011527,SE,intfloat/multilingual-e5-large
67,68,Hemd,17,D,und die Hose.,0,0.0,1,1.4,1.2,1.0,das,Hemd,"Eilig salzt der Geschäftsmann, nachdem er den Eistee ausgetrunken hat, das",0.74844563,SE,intfloat/multilingual-e5-large
68,69,Auto,18,A,und übergibt es an den Kunden.,1,0.58,0,7.0,3.5,6.3,das,Auto,"Schnell repariert der KFZ-Mechatroniker, der den Motor ausgetauscht hat, das",0.8064264,SE,intfloat/multilingual-e5-large
69,70,Auto,18,B,und übergibt es an den Kunden.,1,0.75,0,5.0,3.1,6.3,das,Auto,"Schnell repariert der KFZ-Mechatroniker, der den Urlaub gebucht hat, das",0.81247866,SE,intfloat/multilingual-e5-large
70,71,Auto,18,C,und übergibt es an den Kunden.,1,0.0,0,7.0,3.5,1.1,das,Auto,"Schnell brät der KFZ-Mechatroniker, der den Motor ausgetauscht hat, das",0.8126422,SE,intfloat/multilingual-e5-large
71,72,Auto,18,D,und übergibt es an den Kunden.,1,0.0,0,5.0,3.1,1.1,das,Auto,"Schnell brät der KFZ-Mechatroniker, der den Urlaub gebucht hat, das",0.8117128,SE,intfloat/multilingual-e5-large
72,73,Teig,19,A,für das Brot.,2,1.0,1,6.9,6.9,6.6,den,Teig,"Am Morgen knetet die Bäckerin, die den Kuchen backt, den",0.7762812,SE,intfloat/multilingual-e5-large
73,74,Teig,19,B,für das Brot.,2,1.0,1,1.5,1.0,6.6,den,Teig,"Am Morgen knetet die Bäckerin, die den Stammgast begrüßt, den",0.7695416,SE,intfloat/multilingual-e5-large
74,75,Teig,19,C,für das Brot.,2,0.0,1,6.9,6.9,1.2,den,Teig,"Am Morgen hört die Bäckerin, die den Kuchen backt, den",0.7728405,SE,intfloat/multilingual-e5-large
75,76,Teig,19,D,für das Brot.,2,0.0,1,1.5,1.0,1.2,den,Teig,"Am Morgen hört die Bäckerin, die den Stammgast begrüßt, den",0.76255065,SE,intfloat/multilingual-e5-large
76,77,Steak,20,A,und die Beilagen.,0,0.67,0,4.7,2.4,6.5,das,Steak,"Am Nachmittag pfeffert der Grillmeister, bevor er die Kohle anzündet, das",0.7656844,SE,intfloat/multilingual-e5-large
77,78,Steak,20,B,und die Beilagen.,0,0.83,0,1.4,1.1,6.5,das,Steak,"Am Nachmittag pfeffert der Grillmeister, bevor er die Mücke verscheucht, das",0.7676509,SE,intfloat/multilingual-e5-large
78,79,Steak,20,C,und die Beilagen.,0,0.0,0,4.7,2.4,1.4,das,Steak,"Am Nachmittag druckt der Grillmeister, bevor er die Kohle anzündet, das",0.7585071,SE,intfloat/multilingual-e5-large
79,80,Steak,20,D,und die Beilagen.,0,0.0,0,1.4,1.1,1.4,das,Steak,"Am Nachmittag druckt der Grillmeister, bevor er die Mücke verscheucht, das",0.760163,SE,intfloat/multilingual-e5-large
80,81,Feuer,21,A,und rennt weg.,0,0.58,0,6.6,1.5,6.8,das,Feuer,"Schnell entfacht der Brandstifter, der das Streichholz fallengelassen hat, das",0.82094765,SE,intfloat/multilingual-e5-large
81,82,Feuer,21,B,und rennt weg.,0,1.0,0,3.3,3.0,6.8,das,Feuer,"Schnell entfacht der Brandstifter, der die Treppe hochgeklettert ist, das",0.8211923,SE,intfloat/multilingual-e5-large
82,83,Feuer,21,C,und rennt weg.,0,0.0,0,6.6,1.5,1.6,das,Feuer,"Schnell entstaubt der Brandstifter, der das Streichholz fallengelassen hat, das",0.8106901,SE,intfloat/multilingual-e5-large
83,84,Feuer,21,D,und rennt weg.,0,0.0,0,3.3,3.0,1.6,das,Feuer,"Schnell entstaubt der Brandstifter, der die Treppe hochgeklettert ist, das",0.81306595,SE,intfloat/multilingual-e5-large
84,85,Haare,22,A,und holt den Föhn.,0,0.92,1,6.5,3.9,6.8,die,Haare,"Nun kämmt der Friseur, nachdem er die Kopfhaut massiert hat, die",0.7921118,SE,intfloat/multilingual-e5-large
85,86,Haare,22,B,und holt den Föhn.,0,1.0,1,1.0,1.0,6.8,die,Haare,"Nun kämmt der Friseur, nachdem er den Cappuccino ausgetrunken hat, die",0.77152467,SE,intfloat/multilingual-e5-large
86,87,Haare,22,C,und holt den Föhn.,0,0.17,1,6.5,3.9,1.2,die,Haare,"Nun speichert der Friseur, nachdem er die Kopfhaut massiert hat, die",0.7958376,SE,intfloat/multilingual-e5-large
87,88,Haare,22,D,und holt den Föhn.,0,0.0,1,1.0,1.0,1.2,die,Haare,"Nun speichert der Friseur, nachdem er den Cappuccino ausgetrunken hat, die",0.77525365,SE,intfloat/multilingual-e5-large
88,89,Bleistift,23,A,und machte sich wieder an die Arbeit.,0,1.0,1,6.0,3.3,6.7,den,Bleistift,"Flink spitzte der Zeichner, der die Karikatur entwarf, den",0.7694719,SE,intfloat/multilingual-e5-large
89,90,Bleistift,23,B,und machte sich wieder an die Arbeit.,0,1.0,1,2.3,1.6,6.7,den,Bleistift,"Flink spitzte der Zeichner, der den Atlas öffnete, den",0.7793098,SE,intfloat/multilingual-e5-large
90,91,Bleistift,23,C,und machte sich wieder an die Arbeit.,0,0.0,1,6.0,3.3,1.3,den,Bleistift,"Flink knotete der Zeichner, der die Karikatur entwarf, den",0.7641034,SE,intfloat/multilingual-e5-large
91,92,Bleistift,23,D,und machte sich wieder an die Arbeit.,0,0.0,1,2.3,1.6,1.3,den,Bleistift,"Flink knotete der Zeichner, der den Atlas öffnete, den",0.77282596,SE,intfloat/multilingual-e5-large
92,93,Patienten,24,A,gegen Tetanus.,0,0.25,0,6.7,2.0,6.5,den,Patienten,"Heute impft der Arzt, nachdem er die Spritze befüllt hat, den",0.8186721,SE,intfloat/multilingual-e5-large
93,94,Patienten,24,B,gegen Tetanus.,0,0.42,0,2.1,1.3,6.5,den,Patienten,"Heute impft der Arzt, nachdem er die Schublade geschlossen hat, den",0.8228505,SE,intfloat/multilingual-e5-large
94,95,Patienten,24,C,gegen Tetanus.,0,0.0,0,6.7,2.0,1.5,den,Patienten,"Heute feuert der Arzt, nachdem er die Spritze befüllt hat, den",0.81758,SE,intfloat/multilingual-e5-large
95,96,Patienten,24,D,gegen Tetanus.,0,0.0,0,2.1,1.3,1.5,den,Patienten,"Heute feuert der Arzt, nachdem er die Schublade geschlossen hat, den",0.8204975,SE,intfloat/multilingual-e5-large
96,97,Leiche,25,A,in der Leichenhalle.,0,0.75,1,6.6,1.5,7.0,die,Leiche,"Unverzüglich obduziert der Pathologe, nachdem er die Mordakte gelesen hat, die",0.79750806,SE,intfloat/multilingual-e5-large
97,98,Leiche,25,B,in der Leichenhalle.,0,0.75,1,2.6,1.2,7.0,die,Leiche,"Unverzüglich obduziert der Pathologe, nachdem er das Dokument unterschrieben hat, die",0.7817965,SE,intfloat/multilingual-e5-large
98,99,Leiche,25,C,in der Leichenhalle.,0,0.0,1,6.6,1.5,1.2,die,Leiche,"Unverzüglich pfeffert der Pathologe, nachdem er die Mordakte gelesen hat, die",0.7929059,SE,intfloat/multilingual-e5-large
99,100,Leiche,25,D,in der Leichenhalle.,0,0.0,1,2.6,1.2,1.2,die,Leiche,"Unverzüglich pfeffert der Pathologe, nachdem er das Dokument unterschrieben hat, die",0.77507734,SE,intfloat/multilingual-e5-large
100,101,Buch,26,A,für den Fan.,1,1.0,1,6.7,3.3,6.7,das,Buch,"Am Nachmittag signiert der Autor, der die Geschichte erfunden hat, das",0.7765742,SE,intfloat/multilingual-e5-large
101,102,Buch,26,B,für den Fan.,1,0.92,1,1.8,1.5,6.7,das,Buch,"Am Nachmittag signiert der Autor, der den Vorhang zugezogen hat, das",0.78204596,SE,intfloat/multilingual-e5-large
102,103,Buch,26,C,für den Fan.,1,0.0,1,6.7,3.3,1.3,das,Buch,"Am Nachmittag schluckt der Autor, der die Geschichte erfunden hat, das",0.7814126,SE,intfloat/multilingual-e5-large
103,104,Buch,26,D,für den Fan.,1,0.0,1,1.8,1.5,1.3,das,Buch,"Am Nachmittag schluckt der Autor, der den Vorhang zugezogen hat, das",0.78304857,SE,intfloat/multilingual-e5-large
104,105,Gäste,27,A,und überreichte ihnen die Schlüssel.,2,1.0,1,4.7,1.4,6.5,die,Gäste,"Sofort begrüßte der Hotelier, der die Koffer stapelte, die",0.82061666,SE,intfloat/multilingual-e5-large
105,106,Gäste,27,B,und überreichte ihnen die Schlüssel.,2,0.92,1,1.4,1.6,6.5,die,Gäste,"Sofort begrüßte der Hotelier, der die Fische räucherte, die",0.81063163,SE,intfloat/multilingual-e5-large
106,107,Gäste,27,C,und überreichte ihnen die Schlüssel.,2,0.0,1,4.7,1.4,1.9,die,Gäste,"Sofort feuerte der Hotelier, der die Koffer stapelte, die",0.8012277,SE,intfloat/multilingual-e5-large
107,108,Gäste,27,D,und überreichte ihnen die Schlüssel.,2,0.0,1,1.4,1.6,1.9,die,Gäste,"Sofort feuerte der Hotelier, der die Fische räucherte, die",0.792164,SE,intfloat/multilingual-e5-large
108,109,Baum,28,A,neben der Schule.,0,0.92,1,5.9,1.3,7.0,den,Baum,"Vorsichtig fällt der Holzarbeiter, der die Säge gestartet hat, den",0.79562664,SE,intfloat/multilingual-e5-large
109,110,Baum,28,B,neben der Schule.,0,0.83,1,2.8,1.9,7.0,den,Baum,"Vorsichtig fällt der Holzarbeiter, der den Transporter geparkt hat, den",0.7803591,SE,intfloat/multilingual-e5-large
110,111,Baum,28,C,neben der Schule.,0,0.0,1,5.9,1.3,1.3,den,Baum,"Vorsichtig durchwühlt der Holzarbeiter, der die Säge gestartet hat, den",0.79048073,SE,intfloat/multilingual-e5-large
111,112,Baum,28,D,neben der Schule.,0,0.0,1,2.8,1.9,1.3,den,Baum,"Vorsichtig durchwühlt der Holzarbeiter, der den Transporter geparkt hat, den",0.7785567,SE,intfloat/multilingual-e5-large
112,113,Zigarre,29,A,und schlenderte über den Marktplatz.,2,1.0,1,6.2,3.2,6.9,die,Zigarre,"Langsam paffte der Kubaner, der den Rauchring blies, die",0.7787489,SE,intfloat/multilingual-e5-large
113,114,Zigarre,29,B,und schlenderte über den Marktplatz.,2,1.0,1,2.0,1.3,6.9,die,Zigarre,"Langsam paffte der Kubaner, der die Straßenbahn verpasste, die",0.74728066,SE,intfloat/multilingual-e5-large
114,115,Zigarre,29,C,und schlenderte über den Marktplatz.,2,0.08,1,6.2,3.2,1.5,die,Zigarre,"Langsam öffnete der Kubaner, der den Rauchring blies, die",0.77695405,SE,intfloat/multilingual-e5-large
115,116,Zigarre,29,D,und schlenderte über den Marktplatz.,2,0.08,1,2.0,1.3,1.5,die,Zigarre,"Langsam öffnete der Kubaner, der die Straßenbahn verpasste, die",0.7424751,SE,intfloat/multilingual-e5-large
116,117,Schnitzel,30,A,für das Gericht.,0,0.58,0,6.0,1.2,6.5,das,Schnitzel,"Fröhlich paniert der Koch, nachdem er die Bratkartoffeln geschält hat, das",0.8008856,SE,intfloat/multilingual-e5-large
117,118,Schnitzel,30,B,für das Gericht.,0,0.83,0,1.3,1.5,6.5,das,Schnitzel,"Fröhlich paniert der Koch, nachdem er die Ärmel hochgekrempelt hat, das",0.7903079,SE,intfloat/multilingual-e5-large
118,119,Schnitzel,30,C,für das Gericht.,0,0.0,0,6.0,1.2,1.0,das,Schnitzel,"Fröhlich baut der Koch, nachdem er die Bratkartoffeln geschält hat, das",0.80653,SE,intfloat/multilingual-e5-large
119,120,Schnitzel,30,D,für das Gericht.,0,0.0,0,1.3,1.5,1.0,das,Schnitzel,"Fröhlich baut der Koch, nachdem er die Ärmel hochgekrempelt hat, das",0.79181933,SE,intfloat/multilingual-e5-large
120,121,Kuchen,31,A,für die Geburtstagsfeier.,1,0.92,0,6.9,5.3,5.9,den,Kuchen,"Umsichtig glasiert der Konditor, der die Backform eingefettet hat, den",0.81797004,SE,intfloat/multilingual-e5-large
121,122,Kuchen,31,B,für die Geburtstagsfeier.,1,0.42,0,5.4,1.6,5.9,den,Kuchen,"Umsichtig glasiert der Konditor, der den Tisch abgewischt hat, den",0.785264,SE,intfloat/multilingual-e5-large
122,123,Kuchen,31,C,für die Geburtstagsfeier.,1,0.0,0,6.9,5.3,1.2,den,Kuchen,"Umsichtig durchsucht der Konditor, der die Backform eingefettet hat, den",0.81159204,SE,intfloat/multilingual-e5-large
123,124,Kuchen,31,D,für die Geburtstagsfeier.,1,0.0,0,5.4,1.6,1.2,den,Kuchen,"Umsichtig durchsucht der Konditor, der den Tisch abgewischt hat, den",0.7838529,SE,intfloat/multilingual-e5-large
124,125,Kette,32,A,und die Bremsen.,0,0.83,0,4.9,2.0,6.8,die,Kette,"Gestern ölte der Fahrradfahrer, bevor er die Bremse einstellte, die",0.75621283,SE,intfloat/multilingual-e5-large
125,126,Kette,32,B,und die Bremsen.,0,0.58,0,1.2,1.1,6.8,die,Kette,"Gestern ölte der Fahrradfahrer, bevor er die Limonade trank, die",0.7589172,SE,intfloat/multilingual-e5-large
126,127,Kette,32,C,und die Bremsen.,0,0.0,0,4.9,2.0,1.4,die,Kette,"Gestern beheizte der Fahrradfahrer, bevor er die Bremse einstellte, die",0.75788486,SE,intfloat/multilingual-e5-large
127,128,Kette,32,D,und die Bremsen.,0,0.0,0,1.2,1.1,1.4,die,Kette,"Gestern beheizte der Fahrradfahrer, bevor die Limonade trank, die",0.76025033,SE,intfloat/multilingual-e5-large
