,Unnamed: 0,ItemNum,Condition,context,target,continuation,semantic_association,implementation,model
62,63,21,script-unrelated,Martin kwam bij de garage. Vlot opende hij de,koffer,en werd doorgelaten.,0.5813858,SE,Gameselo/STS-multilingual-mpnet-base-v2
63,64,22,control,Jutta ging naar de hotelreceptie. Direct kreeg ze een,kamer,en bedankte vriendelijk.,0.56947005,SE,Gameselo/STS-multilingual-mpnet-base-v2
64,65,22,script-related,Jutta verliet de hotelreceptie. Direct kreeg ze een,kamer,en bedankte vriendelijk.,0.6234263,SE,Gameselo/STS-multilingual-mpnet-base-v2
65,66,22,script-unrelated,Jutta ging naar het postkantoor. Direct kreeg ze een,kamer,en bedankte vriendelijk.,0.6121638,SE,Gameselo/STS-multilingual-mpnet-base-v2
66,67,23,control,Jens ging naar de tandarts. Angstig liep hij naar de,röntgen,en liet zich behandelen.,0.5081827,SE,Gameselo/STS-multilingual-mpnet-base-v2
67,68,23,script-related,Jens verliet de tandarts. Angstig liep hij naar de,röntgen,en liet zich behandelen.,0.561933,SE,Gameselo/STS-multilingual-mpnet-base-v2
68,69,23,script-unrelated,Jens ging naar de douane. Angstig liep hij naar de,röntgen,en liet zich behandelen.,0.552682,SE,Gameselo/STS-multilingual-mpnet-base-v2
69,70,24,control,Elena begon te pokeren. Snel zette ze haar,geld,in en won.,0.6613321,SE,Gameselo/STS-multilingual-mpnet-base-v2
70,71,24,script-related,Elena stopte met pokeren. Snel zette ze haar,geld,in en won.,0.66058433,SE,Gameselo/STS-multilingual-mpnet-base-v2
71,72,24,script-unrelated,Elena begon te tekenen. Snel zette ze haar,geld,in en won.,0.5318974,SE,Gameselo/STS-multilingual-mpnet-base-v2
72,73,25,control,Bruno begon zijn vakantie. Eindelijk kwam hij bij de,zee,aan en genoot van het weer.,0.60747015,SE,Gameselo/STS-multilingual-mpnet-base-v2
73,74,25,script-related,Bruno beëindigde zijn vakantie. Eindelijk kwam hij bij de,zee,aan en genoot van het weer.,0.6243618,SE,Gameselo/STS-multilingual-mpnet-base-v2
74,75,25,script-unrelated,Bruno begon zijn filmavond. Eindelijk kwam hij bij de,zee,aan en genoot van het weer.,0.55595285,SE,Gameselo/STS-multilingual-mpnet-base-v2
75,76,26,control,Jana betrad het gemeentehuis. Meteen toonde ze haar,visum,en diende een aanvraag in.,0.5204282,SE,Gameselo/STS-multilingual-mpnet-base-v2
76,77,26,script-related,Jana verliet het gemeentehuis. Meteen toonde ze haar,visum,en diende een aanvraag in.,0.5043712,SE,Gameselo/STS-multilingual-mpnet-base-v2
77,78,26,script-unrelated,Jana betrad het tuincentrum. Meteen toonde ze haar,visum,en diende een aanvraag in.,0.5419835,SE,Gameselo/STS-multilingual-mpnet-base-v2
78,79,27,control,Nico ging naar de kermis. Direct liep hij naar de,botsauto's,en reed een rondje.,0.56431425,SE,Gameselo/STS-multilingual-mpnet-base-v2
79,80,27,script-related,Nico verliet de kermis. Direct liep hij naar de,botsauto's,en reed een rondje.,0.58895296,SE,Gameselo/STS-multilingual-mpnet-base-v2
80,81,27,script-unrelated,Nico ging naar de pizzeria. Direct liep hij naar de,botsauto's,en reed een rondje.,0.49367318,SE,Gameselo/STS-multilingual-mpnet-base-v2
81,82,28,control,Beate ging wandelen. Na een tijdje zag ze een,edelweiss,die ze meteen meenam.,0.5463816,SE,Gameselo/STS-multilingual-mpnet-base-v2
82,83,28,script-related,Beate kwam terug van het wandelen. Na een tijdje zag ze een,edelweiss,die ze meteen meenam.,0.5355039,SE,Gameselo/STS-multilingual-mpnet-base-v2
83,84,28,script-unrelated,Beate ging zwemmen. Na een tijdje zag ze een,edelweiss,die ze meteen meenam.,0.49882123,SE,Gameselo/STS-multilingual-mpnet-base-v2
84,85,29,control,Hubert nam een taxi. Vriendelijk begroette hij de,chauffeur,en noemde zijn bestemming.,0.698928,SE,Gameselo/STS-multilingual-mpnet-base-v2
85,86,29,script-related,Hubert verliet de taxi. Vriendelijk begroette hij de,chauffeur,en noemde zijn bestemming.,0.68659776,SE,Gameselo/STS-multilingual-mpnet-base-v2
86,87,29,script-unrelated,Hubert nam een vliegtuig. Vriendelijk begroette hij de,chauffeur,en noemde zijn bestemming.,0.6535844,SE,Gameselo/STS-multilingual-mpnet-base-v2
87,88,30,control,Jenni begon te baden. Ze verdeelde meteen het,schuim,over haar lichaam.,0.5376188,SE,Gameselo/STS-multilingual-mpnet-base-v2
88,89,30,script-related,Jenni stopte met baden. Ze verdeelde meteen het,schuim,over haar lichaam.,0.57465506,SE,Gameselo/STS-multilingual-mpnet-base-v2
89,90,30,script-unrelated,Jenni begon de hoorcollege. Ze verdeelde meteen het,schuim,over haar lichaam.,0.5699437,SE,Gameselo/STS-multilingual-mpnet-base-v2
90,91,31,control,Hans betrad de ijshal. Hij trok vlot zijn,schaatsen,aan en ging de baan op.,0.6989223,SE,Gameselo/STS-multilingual-mpnet-base-v2
91,92,31,script-related,Hans verliet de ijshal. Hij trok vlot zijn,schaatsen,aan en ging de baan op.,0.6455784,SE,Gameselo/STS-multilingual-mpnet-base-v2
92,93,31,script-unrelated,Hans betrad de klimhal. Hij trok vlot zijn,schaatsen,aan en ging de baan op.,0.63335866,SE,Gameselo/STS-multilingual-mpnet-base-v2
93,94,32,control,Clara begon te bowlen. Vakkundig behaalde ze een,strike,en won het spel.,0.60213566,SE,Gameselo/STS-multilingual-mpnet-base-v2
94,95,32,script-related,Clara stopte met bowlen. Vakkundig behaalde ze een,strike,en won het spel.,0.6089869,SE,Gameselo/STS-multilingual-mpnet-base-v2
95,96,32,script-unrelated,Clara ging naar de schietbaan. Vakkundig behaalde ze een,strike,en won het spel.,0.54579526,SE,Gameselo/STS-multilingual-mpnet-base-v2
96,97,33,control,Georg nam deel aan een brandweerinzet. Hij gebruikte meteen de,slang,en bluste het vuur.,0.7274505,SE,Gameselo/STS-multilingual-mpnet-base-v2
97,98,33,script-related,Georg beëindigde een brandweerinzet. Hij gebruikte meteen de,slang,en bluste het vuur.,0.74770254,SE,Gameselo/STS-multilingual-mpnet-base-v2
98,99,33,script-unrelated,Georg nam deel aan yoga. Hij gebruikte meteen de,slang,en bluste het vuur.,0.6896339,SE,Gameselo/STS-multilingual-mpnet-base-v2
99,100,34,control,Johanna begon de voetbalwedstrijd. Na korte tijd maakte ze een,doelpunt,en juichte luid.,0.57881063,SE,Gameselo/STS-multilingual-mpnet-base-v2
100,101,34,script-related,Johanna beëindigde de voetbalwedstrijd. Na korte tijd maakte ze een,doelpunt,en juichte luid.,0.59523135,SE,Gameselo/STS-multilingual-mpnet-base-v2
101,102,34,script-unrelated,Johanna begon de jacht. Na korte tijd maakte ze een,doelpunt,en juichte luid.,0.65312845,SE,Gameselo/STS-multilingual-mpnet-base-v2
102,103,35,control,Jürgen betrad de slagerij. Hij vroeg meteen om een,steak,en betaalde.,0.6839034,SE,Gameselo/STS-multilingual-mpnet-base-v2
103,104,35,script-related,Jürgen verliet de slagerij. Hij vroeg meteen om een,steak,en betaalde.,0.67460257,SE,Gameselo/STS-multilingual-mpnet-base-v2
104,105,35,script-unrelated,Jürgen betrad de bakkerij. Hij vroeg meteen om een,steak,en betaalde.,0.5641007,SE,Gameselo/STS-multilingual-mpnet-base-v2
105,106,36,control,Frauke betrad de dierentuin. Even later fotografeerde ze een,zebra,die aan het drinken was.,0.6101275,SE,Gameselo/STS-multilingual-mpnet-base-v2
106,107,36,script-related,Frauke verliet de dierentuin. Even later fotografeerde ze een,zebra,die aan het drinken was.,0.56225085,SE,Gameselo/STS-multilingual-mpnet-base-v2
107,108,36,script-unrelated,Frauke ging naar het stadion. Even later fotografeerde ze een,zebra,die aan het drinken was.,0.4706468,SE,Gameselo/STS-multilingual-mpnet-base-v2
108,109,37,control,Bernd betrad de wasserette. Snel koos hij het,wasprogramma,en zette de machine aan.,0.7606321,SE,Gameselo/STS-multilingual-mpnet-base-v2
109,110,37,script-related,Bernd verliet de wasserette. Snel koos hij het,wasprogramma,en zette de machine aan.,0.7165705,SE,Gameselo/STS-multilingual-mpnet-base-v2
110,111,37,script-unrelated,Bernd betrad de kiosk. Snel koos hij het,wasprogramma,en zette de machine aan.,0.7430564,SE,Gameselo/STS-multilingual-mpnet-base-v2
111,112,38,control,Nicole ging naar het circus. Al snel ging ze op de,tribune,zitten en bekeek het spektakel.,0.56124145,SE,Gameselo/STS-multilingual-mpnet-base-v2
112,113,38,script-related,Nicole verliet het circus. Al snel ging ze op de,tribune,zitten en bekeek het spektakel.,0.6115595,SE,Gameselo/STS-multilingual-mpnet-base-v2
113,114,38,script-unrelated,Nicole ging naar het kantoor. Al snel ging ze op de,tribune,zitten en bekeek het spektakel.,0.4806486,SE,Gameselo/STS-multilingual-mpnet-base-v2
114,115,39,control,Viktor ging naar de sauna. Na een tijdje maakte hij een,opgieting,en ging liggen.,0.57190776,SE,Gameselo/STS-multilingual-mpnet-base-v2
115,116,39,script-related,Viktor verliet de sauna. Na een tijdje maakte hij een,opgieting,en ging liggen.,0.636004,SE,Gameselo/STS-multilingual-mpnet-base-v2
116,117,39,script-unrelated,Viktor ging naar het lab. Na een tijdje maakte hij een,opgieting,en ging liggen.,0.48907033,SE,Gameselo/STS-multilingual-mpnet-base-v2
117,118,40,control,Gabi ging naar de dierenarts. Een moment later vroeg ze de,assistente,om medicijnen.,0.5794211,SE,Gameselo/STS-multilingual-mpnet-base-v2
118,119,40,script-related,Gabi verliet de dierenarts. Een moment later vroeg ze de,assistente,om medicijnen.,0.59567577,SE,Gameselo/STS-multilingual-mpnet-base-v2
119,120,40,script-unrelated,Gabi ging naar de kleedkamer. Een moment later vroeg ze de,assistente,om medicijnen.,0.54335916,SE,Gameselo/STS-multilingual-mpnet-base-v2
120,121,41,control,Jakob betrad de plaats delict. Kort daarna fotografeerde hij de,bloedspatten,en was verbaasd.,0.50284654,SE,Gameselo/STS-multilingual-mpnet-base-v2
121,122,41,script-related,Jakob verliet de plaats delict. Kort daarna fotografeerde hij de,bloedspatten,en was verbaasd.,0.4520008,SE,Gameselo/STS-multilingual-mpnet-base-v2
122,123,41,script-unrelated,Jakob betrad het tankstation. Kort daarna fotografeerde hij de,bloedspatten,en was verbaasd.,0.46416876,SE,Gameselo/STS-multilingual-mpnet-base-v2
123,124,42,control,Peter begon bomen te kappen. Na een tijdje gebruikte hij de,bijl,en raakte gericht de stam.,0.5144334,SE,Gameselo/STS-multilingual-mpnet-base-v2
124,125,42,script-related,Peter stopte met bomen kappen. Na een tijdje gebruikte hij de,bijl,en raakte gericht de stam.,0.5585535,SE,Gameselo/STS-multilingual-mpnet-base-v2
125,126,42,script-unrelated,Peter begon de koets te rijden. Na een tijdje gebruikte hij de,bijl,en raakte gericht de stam.,0.5468814,SE,Gameselo/STS-multilingual-mpnet-base-v2
126,127,43,control,Tom begon een kampvuur. Meteen stapelde hij het,hout,en stak het aan.,0.61464787,SE,Gameselo/STS-multilingual-mpnet-base-v2
127,128,43,script-related,Tom beëindigde het kampvuur. Meteen stapelde hij het,hout,en stak het aan.,0.620181,SE,Gameselo/STS-multilingual-mpnet-base-v2
128,129,43,script-unrelated,Tom begon ontbijt te maken. Meteen stapelde hij het,hout,en stak het aan.,0.4594898,SE,Gameselo/STS-multilingual-mpnet-base-v2
129,130,44,control,Kim ging naar de kerstmarkt. Kort daarna bereikte hij de,kerstkraampjes,en snuffelde naar cadeaus.,0.57345414,SE,Gameselo/STS-multilingual-mpnet-base-v2
130,131,44,script-related,Kim verliet de kerstmarkt. Kort daarna bereikte hij de,kerstkraampjes,en snuffelde naar cadeaus.,0.5581623,SE,Gameselo/STS-multilingual-mpnet-base-v2
131,132,44,script-unrelated,Kim ging naar het ziekenhuis. Kort daarna bereikte hij de,kerstkraampjes,en snuffelde naar cadeaus.,0.32842147,SE,Gameselo/STS-multilingual-mpnet-base-v2
132,133,45,control,Michael begon zijn lunch te koken. Snel sneed hij de,groenten,en gooide het in de pot.,0.5490226,SE,Gameselo/STS-multilingual-mpnet-base-v2
133,134,45,script-related,Michael was klaar met zijn lunch koken. Snel sneed hij de,groenten,en gooide het in de pot.,0.5392808,SE,Gameselo/STS-multilingual-mpnet-base-v2
134,135,45,script-unrelated,Michael begon een taart te bakken. Snel sneed hij de,groenten,en gooide het in de pot.,0.49315235,SE,Gameselo/STS-multilingual-mpnet-base-v2
135,136,46,control,Johan betrad het appartement. Meteen ging hij op het,bed,zitten en dacht na over de dag.,0.617463,SE,Gameselo/STS-multilingual-mpnet-base-v2
136,137,46,script-related,Johan verliet het appartement. Meteen ging hij op het,bed,zitten en dacht na over de dag.,0.56292206,SE,Gameselo/STS-multilingual-mpnet-base-v2
137,138,46,script-unrelated,Johan betrad de bioscoop. Meteen ging hij op het,bed,zitten en dacht na over de dag.,0.6091848,SE,Gameselo/STS-multilingual-mpnet-base-v2
138,139,47,control,Sabine betrad de school. Snel liep ze naar het,klaslokaal,en groette de leerlingen.,0.5641949,SE,Gameselo/STS-multilingual-mpnet-base-v2
139,140,47,script-related,Sabine verliet de school. Snel liep ze naar het,klaslokaal,en groette de leerlingen.,0.5344532,SE,Gameselo/STS-multilingual-mpnet-base-v2
140,141,47,script-unrelated,Sabine betrad de boerderij. Snel liep ze naar het,klaslokaal,en groette de leerlingen.,0.56062055,SE,Gameselo/STS-multilingual-mpnet-base-v2
141,142,48,control,Kevin betrad de kerk. Voorzichtig pakte hij een,kaars,en stak hem aan.,0.6554103,SE,Gameselo/STS-multilingual-mpnet-base-v2
142,143,48,script-related,Kevin verliet de kerk. Voorzichtig pakte hij een,kaars,en stak hem aan.,0.59951454,SE,Gameselo/STS-multilingual-mpnet-base-v2
143,144,48,script-unrelated,Kevin betrad de huisartsenpraktijk. Voorzichtig pakte hij een,kaars,en stak hem aan.,0.6830846,SE,Gameselo/STS-multilingual-mpnet-base-v2
144,145,49,control,Susi betrad het verblijf. Nauwkeurig beoordeelde ze het,kalf,en maakte aantekeningen.,0.63929707,SE,Gameselo/STS-multilingual-mpnet-base-v2
145,146,49,script-related,Susi verliet het verblijf. Nauwkeurig beoordeelde ze het,kalf,en maakte aantekeningen.,0.6062925,SE,Gameselo/STS-multilingual-mpnet-base-v2
146,147,49,script-unrelated,Susi betrad de bibliotheek. Nauwkeurig beoordeelde ze het,kalf,en maakte aantekeningen.,0.6111319,SE,Gameselo/STS-multilingual-mpnet-base-v2
147,148,50,control,Thomas betrad de kroeg. Haastig riep hij de,ober,en bestelde een biertje.,0.69796777,SE,Gameselo/STS-multilingual-mpnet-base-v2
148,149,50,script-related,Thomas verliet de kroeg. Haastig riep hij de,ober,en bestelde een biertje.,0.68962127,SE,Gameselo/STS-multilingual-mpnet-base-v2
149,150,50,script-unrelated,Thomas begon spaghetti te koken. Haastig riep hij de,ober,en bestelde een biertje.,0.5885861,SE,Gameselo/STS-multilingual-mpnet-base-v2
150,151,51,control,Lea begon de muren te verven. Ze koos snel een,kwast,uit en begon te verven.,0.6402643,SE,Gameselo/STS-multilingual-mpnet-base-v2
151,152,51,script-related,Lea was klaar met de muren verven. Ze koos snel een,kwast,uit en begon te verven.,0.65503407,SE,Gameselo/STS-multilingual-mpnet-base-v2
152,153,51,script-unrelated,Lea bereikte het theater. Ze koos snel een,kwast,uit en begon te verven.,0.6167338,SE,Gameselo/STS-multilingual-mpnet-base-v2
153,154,52,control,Peter bereikte de supermarkt. Snel kocht hij wat,groenten,om 's avonds te koken.,0.5671658,SE,Gameselo/STS-multilingual-mpnet-base-v2
154,155,52,script-related,Peter verliet de supermarkt. Snel kocht hij wat,groenten,om 's avonds te koken.,0.53206104,SE,Gameselo/STS-multilingual-mpnet-base-v2
155,156,52,script-unrelated,Peter bereikte het station. Snel kocht hij wat,groenten,om 's avonds te koken.,0.45478898,SE,Gameselo/STS-multilingual-mpnet-base-v2
156,157,53,control,Lisa betrad het huis. Kort daarna checkte ze de,koelkast,en zocht iets te eten.,0.52373576,SE,Gameselo/STS-multilingual-mpnet-base-v2
157,158,53,script-related,Lisa verliet het huis. Kort daarna checkte ze de,koelkast,en zocht iets te eten.,0.459424,SE,Gameselo/STS-multilingual-mpnet-base-v2
158,159,53,script-unrelated,Lisa begon in de sportschool te trainen. Kort daarna checkte ze de,koelkast,en zocht iets te eten.,0.5580368,SE,Gameselo/STS-multilingual-mpnet-base-v2
159,160,54,control,Tim begon zijn rijles. Gejaagd drukte hij op het,gaspedaal,en reed weg.,0.73512155,SE,Gameselo/STS-multilingual-mpnet-base-v2
160,161,54,script-related,Tim beëindigde zijn rijles. Gejaagd drukte hij op het,gaspedaal,en reed weg.,0.7491989,SE,Gameselo/STS-multilingual-mpnet-base-v2
161,162,54,script-unrelated,Tim ging naar het vliegveld. Gejaagd drukte hij op het,gaspedaal,en reed weg.,0.60910654,SE,Gameselo/STS-multilingual-mpnet-base-v2
162,163,55,control,Maria bereikte het winkelcentrum. Meteen begroette ze de,verkoopster,en koos iets uit.,0.4526109,SE,Gameselo/STS-multilingual-mpnet-base-v2
163,164,55,script-related,Maria verliet het winkelcentrum. Meteen begroette ze de,verkoopster,en koos iets uit.,0.4442248,SE,Gameselo/STS-multilingual-mpnet-base-v2
164,165,55,script-unrelated,Maria bereikte het verjaardagsfeest. Meteen begroette ze de,verkoopster,en koos iets uit.,0.39607558,SE,Gameselo/STS-multilingual-mpnet-base-v2
165,166,56,control,Lukas begon het college. Haastig begroette hij zijn,studenten,en begon.,0.6983724,SE,Gameselo/STS-multilingual-mpnet-base-v2
166,167,56,script-related,Lukas beëindigde het college. Haastig begroette hij zijn,studenten,en begon.,0.5612142,SE,Gameselo/STS-multilingual-mpnet-base-v2
167,168,56,script-unrelated,Lukas ging naar de kapper. Haastig begroette hij zijn,studenten,en begon.,0.40773693,SE,Gameselo/STS-multilingual-mpnet-base-v2
168,169,57,control,Marie ging naar de uni. Haastig betrad ze de,collegezaal,en opende haar boek.,0.66835135,SE,Gameselo/STS-multilingual-mpnet-base-v2
169,170,57,script-related,Marie verliet de uni. Haastig betrad ze de,collegezaal,en opende haar boek.,0.62474525,SE,Gameselo/STS-multilingual-mpnet-base-v2
170,171,57,script-unrelated,Marie ging douchen. Haastig betrad ze de,collegezaal,en opende haar boek.,0.57678103,SE,Gameselo/STS-multilingual-mpnet-base-v2
171,172,58,control,Thorsten begon te barbecueën. Voorzichtig plaatste hij de,aanmaakblokjes,en zocht de tang.,0.6342933,SE,Gameselo/STS-multilingual-mpnet-base-v2
172,173,58,script-related,Thorsten stopte met barbecueën. Voorzichtig plaatste hij de,aanmaakblokjes,en zocht de tang.,0.69016635,SE,Gameselo/STS-multilingual-mpnet-base-v2
173,174,58,script-unrelated,Thorsten betrad de bloemenwinkel. Voorzichtig plaatste hij de,aanmaakblokjes,en zocht de tang.,0.6262654,SE,Gameselo/STS-multilingual-mpnet-base-v2
174,175,59,control,Claudia betrad de dierenwinkel. Een tijdje stond ze bij de,kooi,en dacht na over de koop.,0.5395189,SE,Gameselo/STS-multilingual-mpnet-base-v2
175,176,59,script-related,Claudia verliet de dierenwinkel. Een tijdje stond ze bij de,kooi,en dacht na over de koop.,0.5537607,SE,Gameselo/STS-multilingual-mpnet-base-v2
176,177,59,script-unrelated,Claudia betrad de begraafplaats. Een tijdje stond ze bij de,kooi,en dacht na over de koop.,0.5739188,SE,Gameselo/STS-multilingual-mpnet-base-v2
177,178,60,control,Jonathan ging naar de keuken. Eerst reinigde hij de,oven,en daarna de koelkast.,0.60308063,SE,Gameselo/STS-multilingual-mpnet-base-v2
178,179,60,script-related,Jonathan verliet de keuken. Eerst reinigde hij de,oven,en daarna de koelkast.,0.6022449,SE,Gameselo/STS-multilingual-mpnet-base-v2
179,180,60,script-unrelated,Jonathan ging de tuin in. Eerst reinigde hij de,oven,en daarna de koelkast.,0.56415766,SE,Gameselo/STS-multilingual-mpnet-base-v2
180,181,61,control,Lara liep naar het fornuis. Snel reinigde ze de,kookplaat,en daarna de afzuigkap.,0.6469026,SE,Gameselo/STS-multilingual-mpnet-base-v2
181,182,61,script-related,Lara liep weg van het fornuis. Snel reinigde ze de,kookplaat,en daarna de afzuigkap.,0.6398954,SE,Gameselo/STS-multilingual-mpnet-base-v2
182,183,61,script-unrelated,Lara ging naar het museum. Snel reinigde ze de,kookplaat,en daarna de afzuigkap.,0.49401656,SE,Gameselo/STS-multilingual-mpnet-base-v2
183,184,62,control,Roman ging naar de boekhandel. Snel zocht hij een,roman,voor zijn vrouw.,0.72517806,SE,Gameselo/STS-multilingual-mpnet-base-v2
184,185,62,script-related,Roman verliet de boekhandel. Snel zocht hij een,roman,voor zijn vrouw.,0.76001096,SE,Gameselo/STS-multilingual-mpnet-base-v2
185,186,62,script-unrelated,Roman ging naar de banketbakker. Snel zocht hij een,roman,voor zijn vrouw.,0.75666326,SE,Gameselo/STS-multilingual-mpnet-base-v2
186,187,63,control,Annika ging naar de boetiek. Ze zocht een tijdje naar,laarzen,en kocht ze toen.,0.601047,SE,Gameselo/STS-multilingual-mpnet-base-v2
187,188,63,script-related,Annika verliet de boetiek. Ze zocht een tijdje naar,laarzen,en kocht ze toen.,0.60485005,SE,Gameselo/STS-multilingual-mpnet-base-v2
188,189,63,script-unrelated,Annika ging naar de spa. Ze zocht een tijdje naar,laarzen,en kocht ze toen.,0.5717053,SE,Gameselo/STS-multilingual-mpnet-base-v2
189,190,64,control,Emil betrad de apotheek. Snel kocht hij het,medicijn,en ging toen naar huis.,0.75331753,SE,Gameselo/STS-multilingual-mpnet-base-v2
190,191,64,script-related,Emil verliet de apotheek. Snel kocht hij het,medicijn,en ging toen naar huis.,0.7154373,SE,Gameselo/STS-multilingual-mpnet-base-v2
191,192,64,script-unrelated,Emil betrad de manege. Snel kocht hij het,medicijn,en ging toen naar huis.,0.6977395,SE,Gameselo/STS-multilingual-mpnet-base-v2
192,193,65,control,Susanne betrad de badkamer. Direct verwijderde ze haar,make-up,en poetste haar tanden.,0.44969985,SE,Gameselo/STS-multilingual-mpnet-base-v2
193,194,65,script-related,Susanne verliet de badkamer. Direct verwijderde ze haar,make-up,en poetste haar tanden.,0.40019938,SE,Gameselo/STS-multilingual-mpnet-base-v2
194,195,65,script-unrelated,Susanne ging naar de veiligheidscontrole. Direct verwijderde ze haar,make-up,en poetste haar tanden.,0.48110697,SE,Gameselo/STS-multilingual-mpnet-base-v2
195,196,66,control,Martin kwam bij de garage. Meteen vroeg hij naar,banden,voor de winter.,0.5598209,SE,Gameselo/STS-multilingual-mpnet-base-v2
196,197,66,script-related,Martin verliet de garage. Meteen vroeg hij naar,banden,voor de winter.,0.56109995,SE,Gameselo/STS-multilingual-mpnet-base-v2
197,198,66,script-unrelated,Martin kwam bij de hotelreceptie. Meteen vroeg hij naar,banden,voor de winter.,0.49437845,SE,Gameselo/STS-multilingual-mpnet-base-v2
198,199,67,control,Jutta ging naar het postkantoor. Meteen kreeg ze het,pakket,waarop ze had gewacht.,0.5268998,SE,Gameselo/STS-multilingual-mpnet-base-v2
199,200,67,script-related,Jutta verliet het postkantoor. Meteen kreeg ze het,pakket,waarop ze had gewacht.,0.58096147,SE,Gameselo/STS-multilingual-mpnet-base-v2
200,201,67,script-unrelated,Jutta ging naar de tandarts. Meteen kreeg ze het,pakket,waarop ze had gewacht.,0.47461003,SE,Gameselo/STS-multilingual-mpnet-base-v2
201,202,68,control,Jens ging naar de douane. Snel toonde hij zijn,formulier,en keek de beambte aan.,0.6380702,SE,Gameselo/STS-multilingual-mpnet-base-v2
202,203,68,script-related,Jens verliet de douane. Snel toonde hij zijn,formulier,en keek de beambte aan.,0.67953134,SE,Gameselo/STS-multilingual-mpnet-base-v2
203,204,68,script-unrelated,Jens begon te pokeren. Snel toonde hij zijn,formulier,en keek de beambte aan.,0.6308769,SE,Gameselo/STS-multilingual-mpnet-base-v2
204,205,69,control,Elena begon te tekenen. Meteen pakte ze het,potlood,en tekende een bloem.,0.56375104,SE,Gameselo/STS-multilingual-mpnet-base-v2
205,206,69,script-related,Elena stopte met tekenen. Meteen pakte ze het,potlood,en tekende een bloem.,0.6513097,SE,Gameselo/STS-multilingual-mpnet-base-v2
206,207,69,script-unrelated,Elena begon de vakantie. Meteen pakte ze het,potlood,en tekende een bloem.,0.56729287,SE,Gameselo/STS-multilingual-mpnet-base-v2
207,208,70,control,Bruno begon zijn filmavond. Snel haalde hij de,popcorn,uit de keuken.,0.58931017,SE,Gameselo/STS-multilingual-mpnet-base-v2
208,209,70,script-related,Bruno beëindigde zijn filmavond. Snel haalde hij de,popcorn,uit de keuken.,0.59684217,SE,Gameselo/STS-multilingual-mpnet-base-v2
209,210,70,script-unrelated,Bruno betrad het gemeentehuis. Snel haalde hij de,popcorn,uit de keuken.,0.60724175,SE,Gameselo/STS-multilingual-mpnet-base-v2
210,211,71,control,Jana betrad het tuincentrum. Na een tijdje vroeg ze om een,palmboom,voor het balkon.,0.6258372,SE,Gameselo/STS-multilingual-mpnet-base-v2
211,212,71,script-related,Jana verliet het tuincentrum. Na een tijdje vroeg ze om een,palmboom,voor het balkon.,0.6224702,SE,Gameselo/STS-multilingual-mpnet-base-v2
212,213,71,script-unrelated,Jana ging naar de kermis. Na een tijdje vroeg ze om een,palmboom,voor het balkon.,0.563481,SE,Gameselo/STS-multilingual-mpnet-base-v2
213,214,72,control,Nico ging naar de pizzeria. Hij greep meteen de,menukaart,en bestelde een margherita.,0.6171888,SE,Gameselo/STS-multilingual-mpnet-base-v2
214,215,72,script-related,Nico verliet de pizzeria. Hij greep meteen de,menukaart,en bestelde een margherita.,0.66345507,SE,Gameselo/STS-multilingual-mpnet-base-v2
215,216,72,script-unrelated,Nico ging wandelen. Hij greep meteen de,menukaart,en bestelde een margherita.,0.6284241,SE,Gameselo/STS-multilingual-mpnet-base-v2
216,217,73,control,Beate ging zwemmen. Snel controleerde ze het,bassin,en zwom weg.,0.7576285,SE,Gameselo/STS-multilingual-mpnet-base-v2
217,218,73,script-related,Beate kwam terug van het zwemmen. Snel controleerde ze het,bassin,en zwom weg.,0.74996775,SE,Gameselo/STS-multilingual-mpnet-base-v2
218,219,73,script-unrelated,Beate ging met de taxi. Snel controleerde ze het,bassin,en zwom weg.,0.6439912,SE,Gameselo/STS-multilingual-mpnet-base-v2
219,220,74,control,Hubert nam een vliegtuig. Vol enthousiasme genoot hij van de,hoogte,want hij hield van vliegen.,0.5684861,SE,Gameselo/STS-multilingual-mpnet-base-v2
220,221,74,script-related,Hubert verliet het vliegtuig. Vol enthousiasme genoot hij van de,hoogte,want hij hield van vliegen.,0.57912314,SE,Gameselo/STS-multilingual-mpnet-base-v2
221,222,74,script-unrelated,Hubert begon te baden. Vol enthousiasme genoot hij van de,hoogte,want hij hield van vliegen.,0.57728076,SE,Gameselo/STS-multilingual-mpnet-base-v2
222,223,75,control,Jenni begon de les. Direct opende ze het,schoolbord,en begon te schrijven.,0.6032518,SE,Gameselo/STS-multilingual-mpnet-base-v2
223,224,75,script-related,Jenni stopte de les. Direct opende ze het,schoolbord,en begon te schrijven.,0.6694266,SE,Gameselo/STS-multilingual-mpnet-base-v2
224,225,75,script-unrelated,Jenni betrad de ijshal. Direct opende ze het,schoolbord,en begon te schrijven.,0.6394875,SE,Gameselo/STS-multilingual-mpnet-base-v2
225,226,76,control,Hans betrad de klimhal. Even later greep hij het,touw,en spande het.,0.61438257,SE,Gameselo/STS-multilingual-mpnet-base-v2
226,227,76,script-related,Hans verliet de klimhal. Even later greep hij het,touw,en spande het.,0.61184907,SE,Gameselo/STS-multilingual-mpnet-base-v2
227,228,76,script-unrelated,Hans begon te bowlen. Even later greep hij het,touw,en spande het.,0.54855984,SE,Gameselo/STS-multilingual-mpnet-base-v2
228,229,77,control,Clara ging naar de schietbaan. Ze kreeg meteen een,revolver,en begon op het doel te schieten.,0.6163074,SE,Gameselo/STS-multilingual-mpnet-base-v2
